timestamp,thumb,index,middle,ring,pinky
462,1.0,1.0,0.0,0.0,0.0
5465,0.0,0.0,1.0,1.0,1.0
10467,0.0,1.0,1.0,1.0,1.0
15471,0.0,1.0,0.0,0.0,0.0
20475,0.0,1.0,1.0,0.0,0.0
25477,1.0,1.0,1.0,1.0,1.0
30479,0.0,0.0,0.0,1.0,1.0
35482,1.0,0.0,1.0,0.0,0.0
40485,1.0,0.0,0.0,1.0,1.0
45490,1.0,0.0,0.0,0.0,0.0
50494,0.0,0.0,0.0,0.0,0.0
55498,1.0,1.0,0.0,1.0,1.0
60503,1.0,0.0,1.0,0.0,0.0
65507,0.0,1.0,0.0,0.0,0.0
70511,1.0,1.0,1.0,0.0,0.0
75515,0.0,0.0,1.0,1.0,1.0
80519,1.0,1.0,1.0,1.0,1.0
85522,0.0,1.0,1.0,1.0,1.0
90525,0.0,1.0,0.0,1.0,1.0
95527,1.0,1.0,0.0,0.0,0.0
100530,1.0,0.0,1.0,1.0,1.0
105534,1.0,0.0,0.0,1.0,1.0
110537,0.0,0.0,0.0,1.0,1.0
115540,0.0,1.0,1.0,0.0,0.0
120543,0.0,0.0,1.0,0.0,0.0
125546,1.0,0.0,1.0,0.0,0.0
