timestamp,thumb,index,middle,ring,pinky
0,0.83441037,0.9420113,0.9097136,0.85956013,0.8567779
12,0.84391135,0.9458714,0.9085013,0.7666573,0.743202
19,0.82884914,0.9115525,0.647654,0.63625103,0.64005655
25,0.8577004,0.84196985,0.61005855,0.62072474,0.6206932
35,0.8456194,0.9353344,0.78977865,0.6417793,0.6476864
41,0.84696543,0.94659954,0.90094733,0.85255504,0.84844035
50,0.84904045,0.9271648,0.59211284,0.6040317,0.6193146
57,0.8447888,0.90449923,0.61298305,0.62464416,0.62967753
64,0.8304307,0.93699324,0.8318445,0.7184073,0.7472106
73,0.8393912,0.94262046,0.8947308,0.8339703,0.84240925
81,0.8390652,0.93664896,0.8727602,0.77526516,0.79738724
89,0.8533498,0.94513375,0.83461547,0.6474896,0.66771275
96,0.843256,0.9032948,0.81546456,0.7491567,0.7695642
104,0.8651313,0.9352133,0.8437543,0.7761724,0.81025994
113,0.8351403,0.90293574,0.6229368,0.6213487,0.6209616
120,0.851944,0.9251894,0.7552281,0.6884645,0.7282216
128,0.8301869,0.9214333,0.67386603,0.6418636,0.64778453
137,0.85249096,0.9504564,0.8942352,0.79560375,0.8003785
144,0.8502444,0.9390246,0.8573286,0.7708877,0.81464744
152,0.8585441,0.94354707,0.908589,0.83971053,0.8629336
161,0.85132504,0.9384992,0.8453892,0.7482745,0.78403634
169,0.8384764,0.94565034,0.90440327,0.6935984,0.7442051
177,0.8387569,0.91975665,0.6088522,0.6110239,0.61848974
186,0.8564756,0.95276624,0.89088863,0.7791226,0.84022146
193,0.8504376,0.92843014,0.70137113,0.67177665,0.7144721
201,0.8241988,0.94286555,0.8173906,0.6696554,0.6953504
209,0.8773889,0.9365999,0.8725914,0.82983685,0.8563323
217,0.86584795,0.9504976,0.8843853,0.80921,0.82902294
225,0.8492586,0.9139691,0.73108685,0.6965796,0.73980284
233,0.8314332,0.9248776,0.801013,0.75938433,0.81004864
241,0.86530185,0.9384373,0.70795584,0.6671456,0.68399686
249,0.8643239,0.94289654,0.8590364,0.7818567,0.8383997
257,0.8313064,0.91736466,0.6570492,0.6531044,0.702586
265,0.8315368,0.92133546,0.73100793,0.6707902,0.69131356
273,0.8780659,0.9334492,0.6367597,0.6299549,0.645474
281,0.8233693,0.9178883,0.7633659,0.7368635,0.7675701
289,0.85328126,0.89813423,0.6838319,0.65569407,0.6671494
297,0.8413683,0.93723994,0.87316537,0.8061763,0.8407708
305,0.8125248,0.8918849,0.7890476,0.75372183,0.79976743
313,0.853852,0.94495285,0.8521709,0.7251369,0.77611566
321,0.8439795,0.91440654,0.8160708,0.77293307,0.80555224
329,0.8484014,0.9379549,0.83849764,0.7271976,0.7618366
337,0.8586684,0.5898247,0.58377963,0.6156265,0.61710733
345,0.8328458,0.9178562,0.8244583,0.75113684,0.8000779
353,0.8401183,0.9127471,0.65983146,0.6273635,0.62819886
361,0.9416741,0.9145556,0.8665193,0.84954655,0.91135865
369,0.8205863,0.9436168,0.8974348,0.82835376,0.8280223
377,0.82705945,0.92534983,0.7064984,0.66599905,0.6999119
385,0.869273,0.89867634,0.7265985,0.6764503,0.7160896
393,0.85155374,0.9335854,0.88826346,0.8450176,0.8848198
401,0.81779706,0.9175683,0.7046699,0.67922914,0.71442866
409,0.80772054,0.92878324,0.8395371,0.77940786,0.8234422
417,0.851329,0.91064954,0.81807774,0.7542864,0.84254706
425,0.8180631,0.9183215,0.8233036,0.762513,0.8171083
433,0.80795485,0.9368013,0.88384366,0.83071166,0.8608259
441,,,,,
449,0.80868983,0.9916131,0.83803254,0.81294084,0.8867279
457,0.80651355,0.9683616,0.82606035,0.8058751,0.8970407
465,0.78107184,0.97262126,0.8072754,0.7979719,0.8962155
473,0.77821976,0.9575394,0.80055296,0.7737722,0.8723228
