timestamp,thumb,index,middle,ring,pinky
0,0.9326183,0.9616617,0.68562347,0.6773861,0.6257085
10,0.9252097,0.9606169,0.68893445,0.6793863,0.6253481
21,0.93112427,0.9605144,0.6935041,0.69390786,0.637541
27,0.9296661,0.96133506,0.69080323,0.6874212,0.6346006
34,0.92337924,0.96042883,0.6987557,0.6944254,0.63747025
42,0.9277206,0.95974153,0.69796044,0.6927755,0.6248349
49,0.9262482,0.9600845,0.69910294,0.69474334,0.6314402
59,0.92640316,0.9607234,0.699525,0.6967496,0.6388007
67,0.9280848,0.9619751,0.6864041,0.6857392,0.62234217
74,0.92086256,0.9614948,0.6969293,0.69589,0.6319655
83,0.9174153,0.9594624,0.6990579,0.6962529,0.6239229
91,0.9224823,0.9604464,0.70035547,0.6882315,0.61708975
98,0.9175325,0.959661,0.7024298,0.6948196,0.61985505
106,0.913277,0.96050394,0.7014573,0.69376093,0.62139827
114,0.91920495,0.960184,0.69618046,0.68244535,0.6106729
122,0.9073668,0.9591815,0.70203114,0.68672943,0.6104291
130,0.9192122,0.96119547,0.691594,0.6754239,0.6040155
138,0.91323316,0.9607825,0.69057643,0.68198675,0.6109586
146,0.91506284,0.961852,0.6918444,0.6806858,0.61259425
154,0.9071414,0.95968777,0.69585955,0.6813555,0.60552883
162,0.9065937,0.9590814,0.6970929,0.68454474,0.6059848
170,0.9081562,0.9599128,0.70049906,0.6944181,0.6223958
178,0.90577966,0.9604423,0.69139487,0.68259025,0.60928917
186,0.9017854,0.95860165,0.6926745,0.6863476,0.6086001
194,0.90914565,0.9593749,0.7011797,0.6879374,0.6132112
202,0.90631235,0.9583062,0.6996752,0.6886106,0.60641366
210,0.90708244,0.95852584,0.6979488,0.6917843,0.61440223
218,0.91065246,0.9604886,0.6899536,0.6813649,0.6090253
226,0.91293716,0.9574976,0.7039343,0.6987196,0.61997247
234,0.9012762,0.9555512,0.70085174,0.6876894,0.5999566
242,0.9048151,0.95812017,0.6999385,0.6934212,0.6090447
250,0.9043773,0.9572104,0.70067817,0.6948035,0.61026406
258,0.90722185,0.9575849,0.6962431,0.68763644,0.615003
266,0.90698314,0.95784485,0.69628704,0.6855266,0.60367125
274,0.9060826,0.9551537,0.696959,0.6857267,0.60324377
282,0.9098516,0.9568615,0.69378436,0.6906072,0.6231026
290,0.9021162,0.95786697,0.69440866,0.677509,0.59395194
298,0.91156995,0.95837307,0.6933833,0.68617725,0.6165083
306,0.90933967,0.9580731,0.69288,0.68181086,0.60904074
