timestamp,exg_1,exg_2,exg_3,exg_4,exg_5,exg_6,exg_7,exg_8
201616891,-2035.1710205078125,-8952.455078125,-9460.6884765625,-3467.739013671875,-3363.311767578125,8944.1396484375,-3215.365478515625,13452.3076171875
201616896,-1949.74267578125,-8833.8115234375,-9406.798828125,-3560.34228515625,-3443.2861328125,8936.205078125,-3198.84765625,13254.0927734375
201616901,-2009.354736328125,-8569.234375,-9448.88671875,-3660.031005859375,-3457.367919921875,8994.8115234375,-3133.73681640625,12919.263671875
201616905,-2042.30126953125,-8618.318359375,-9473.9658203125,-3595.0546875,-3428.243408203125,8978.583984375,-3158.72607421875,13016.11328125
201616908,-2009.064208984375,-8891.009765625,-9436.861328125,-3457.8818359375,-3366.06103515625,8940.2509765625,-3211.655029296875,13404.36328125
201616912,-1979.51513671875,-8895.033203125,-9381.4521484375,-3544.897216796875,-3435.463134765625,8909.0478515625,-3227.055419921875,13358.005859375
201616915,-2024.7998046875,-8589.41796875,-9408.876953125,-3675.543212890625,-3455.244384765625,8991.8388671875,-3145.695068359375,12936.921875
201616919,-2056.4052734375,-8597.732421875,-9444.259765625,-3612.377197265625,-3401.130859375,9006.322265625,-3154.54638671875,12980.1494140625
201616923,-2002.2022705078125,-8838.86328125,-9404.02734375,-3482.58056640625,-3355.376708984375,8964.279296875,-3202.53564453125,13331.8994140625
201616927,-1964.9642333984375,-8943.2685546875,-9342.380859375,-3517.315185546875,-3433.540771484375,8906.1201171875,-3247.842529296875,13423.474609375
201616931,-2007.7901611328125,-8626.5888671875,-9362.2958984375,-3664.344970703125,-3488.4814453125,8977.5556640625,-3162.056640625,12982.876953125
201616935,-2086.37890625,-8588.568359375,-9400.6298828125,-3619.864990234375,-3401.197998046875,9007.015625,-3155.462890625,12967.0517578125
201616939,-2124.84619140625,-8813.494140625,-9384.71484375,-3514.699951171875,-3363.982177734375,8980.908203125,-3195.11474609375,13265.1572265625
201616943,-2040.043701171875,-8987.6591796875,-9323.806640625,-3494.717529296875,-3397.509765625,8917.541015625,-3252.558837890625,13469.228515625
201616947,-1984.164306640625,-8665.2568359375,-9319.537109375,-3648.2294921875,-3476.27734375,8972.2138671875,-3175.35595703125,13038.197265625
201616951,-2001.9339599609375,-8562.751953125,-9371.7060546875,-3635.1982421875,-3460.81005859375,9005.71875,-3159.4638671875,12954.2666015625
201616955,-2011.5899658203125,-8725.7861328125,-9365.7607421875,-3522.6572265625,-3387.362060546875,8987.703125,-3190.867919921875,13200.42578125
201616959,-2018.11669921875,-8993.42578125,-9298.0126953125,-3465.369873046875,-3376.767333984375,8928.3818359375,-3260.158447265625,13506.4658203125
201616963,-2044.3800048828125,-8744.9189453125,-9281.2265625,-3654.48779296875,-3460.653564453125,8965.552734375,-3197.439453125,13132.7900390625
201616967,-2068.47509765625,-8581.5048828125,-9327.3603515625,-3652.252685546875,-3438.3017578125,9018.0576171875,-3159.575439453125,12936.0498046875
201616971,-2094.26904296875,-8727.1044921875,-9331.49609375,-3561.795166015625,-3391.989013671875,9001.2490234375,-3190.175048828125,13111.779296875
201616975,-2038.143798828125,-9026.0595703125,-9272.5322265625,-3463.4921875,-3382.84716796875,8942.4638671875,-3257.87841796875,13484.9189453125
201616979,-1991.562744140625,-8821.2275390625,-9243.474609375,-3641.5908203125,-3476.97021484375,8947.9619140625,-3221.445068359375,13230.9814453125
201616983,-2019.2789306640625,-8550.7939453125,-9288.06640625,-3723.040771484375,-3469.9072265625,9011.4638671875,-3163.196533203125,12967.119140625
201616987,-2011.0311279296875,-8627.080078125,-9301.7236328125,-3581.688232421875,-3423.1025390625,9002.9697265625,-3185.794189453125,13117.61328125
201616991,-2054.974609375,-8972.951171875,-9247.54296875,-3515.16943359375,-3412.708984375,8939.8935546875,-3254.972900390625,13504.4326171875
201616996,-2095.632568359375,-8935.69140625,-9199.12890625,-3607.10205078125,-3439.01708984375,8935.400390625,-3249.451904296875,13271.9736328125
201617000,-2071.939697265625,-8630.388671875,-9227.4033203125,-3631.152587890625,-3445.454345703125,9009.8984375,-3173.8359375,12946.6220703125
201617003,-2013.31103515625,-8621.5146484375,-9249.017578125,-3663.450927734375,-3453.947998046875,8997.11328125,-3193.50537109375,13141.1044921875
201617007,-2002.9844970703125,-8937.4345703125,-9214.193359375,-3532.38037109375,-3359.176513671875,8970.470703125,-3242.72412109375,13434.9404296875
201617011,-1969.881591796875,-8961.3056640625,-9161.443359375,-3497.57861328125,-3372.207763671875,8947.470703125,-3262.3935546875,13306.1279296875
201617015,-2002.269287109375,-8627.1025390625,-9177.380859375,-3686.517822265625,-3437.877197265625,9014.9501953125,-3182.53076171875,12907.2158203125
