timestamp,ch_1,ch_2,ch_3,ch_4,ch_5,ch_6,ch_7,ch_8
41,12253.428,-6693.1626,4081.5403,4878.2905,-4134.3574,2469.9348,1610.8903,-5350.315
45,12222.984,-6709.5913,4095.0854,4836.4707,-4156.8657,2394.3413,1595.9592,-5254.582
50,12178.616,-6723.36,4068.1516,4776.881,-4195.914,2269.7974,1524.076,-5198.77
54,12252.824,-6644.056,4062.7424,4820.9585,-4196.7188,2328.8506,1527.6747,-5210.348
58,12302.378,-6655.9023,4093.6326,4876.3906,-4145.645,2447.2031,1618.1992,-5280.935
61,12229.399,-6677.405,4096.8066,4844.6064,-4142.1357,2402.0303,1599.8485,-5290.3003
65,12236.73,-6691.0396,4063.793,4790.359,-4188.471,2294.1384,1530.7145,-5233.9067
69,12220.794,-6683.06,4053.1536,4806.5864,-4236.08,2242.841,1498.4163,-5211.7114
73,12264.269,-6653.98,4090.168,4861.37,-4155.793,2405.4277,1572.5123,-5277.046
77,12275.712,-6676.5107,4096.628,4850.6416,-4134.447,2425.8572,1614.3771,-5292.4683
82,12270.639,-6722.4883,4068.1963,4796.7065,-4154.608,2316.3337,1597.1663,-5267.658
85,12270.862,-6733.821,4040.1448,4782.4463,-4188.069,2257.504,1508.944,-5227.6484
89,12295.382,-6679.908,4081.1826,4856.095,-4162.4985,2400.5996,1534.2461,-5289.1826
93,12270.079,-6679.2603,4100.1147,4861.3257,-4124.8135,2427.5784,1601.3237,-5270.519
97,12235.77,-6690.8384,4074.4548,4813.9844,-4167.8403,2335.042,1554.7203,-5249.2847
101,12225.22,-6700.539,4041.9553,4792.6836,-4197.8813,2246.529,1490.4813,-5196.87
105,12220.615,-6675.7285,4075.6394,4850.418,-4180.6704,2358.489,1547.7466,-5246.111
109,12253.763,-6674.186,4090.1458,4858.7554,-4144.7285,2441.1235,1591.243,-5288.3555
113,12259.619,-6723.2036,4068.0845,4826.591,-4140.683,2369.6648,1555.8156,-5264.4614
117,12239.234,-6706.909,4029.5278,4788.5034,-4187.6216,2267.607,1496.4045,-5212.136
121,12224.259,-6667.19,4048.415,4847.423,-4184.0005,2371.9895,1511.2238,-5254.426
125,12259.954,-6674.2534,4082.1885,4864.3877,-4160.0845,2423.0854,1569.6289,-5283.528
