timestamp,thumb,index,middle,ring,pinky,ch_1_raw,ch_1_ema_1,ch_1_ema_2,ch_1_ema_4,ch_1_ema_8,ch_1_ema_16,ch_1_ema_32,ch_1_ema_64,ch_1_ema_128,ch_2_raw,ch_2_ema_1,ch_2_ema_2,ch_2_ema_4,ch_2_ema_8,ch_2_ema_16,ch_2_ema_32,ch_2_ema_64,ch_2_ema_128,ch_3_raw,ch_3_ema_1,ch_3_ema_2,ch_3_ema_4,ch_3_ema_8,ch_3_ema_16,ch_3_ema_32,ch_3_ema_64,ch_3_ema_128,ch_4_raw,ch_4_ema_1,ch_4_ema_2,ch_4_ema_4,ch_4_ema_8,ch_4_ema_16,ch_4_ema_32,ch_4_ema_64,ch_4_ema_128,ch_5_raw,ch_5_ema_1,ch_5_ema_2,ch_5_ema_4,ch_5_ema_8,ch_5_ema_16,ch_5_ema_32,ch_5_ema_64,ch_5_ema_128,ch_6_raw,ch_6_ema_1,ch_6_ema_2,ch_6_ema_4,ch_6_ema_8,ch_6_ema_16,ch_6_ema_32,ch_6_ema_64,ch_6_ema_128,ch_7_raw,ch_7_ema_1,ch_7_ema_2,ch_7_ema_4,ch_7_ema_8,ch_7_ema_16,ch_7_ema_32,ch_7_ema_64,ch_7_ema_128,ch_8_raw,ch_8_ema_1,ch_8_ema_2,ch_8_ema_4,ch_8_ema_8,ch_8_ema_16,ch_8_ema_32,ch_8_ema_64,ch_8_ema_128
8073,0.9405302,0.5213711,0.96171105,0.59156483,0.568187,3.509983,3.509983,5.946862,9.020601,12.669271,15.145186,16.85233,17.705727,18.20486,-0.74873,0.74873,1.1601633,2.3216577,3.7390928,4.442259,4.394248,4.133247,3.9870172,43.325027,43.325027,40.361813,39.524284,41.155735,40.54914,36.4379,31.46709,28.32719,-2.177681,2.177681,3.3511517,4.9888563,6.611612,7.48217,7.9345517,8.116145,8.286038,9.576427,9.576427,8.795509,8.96013,10.565796,11.118729,9.906776,8.332459,7.5543394,-4.630884,4.630884,5.148899,5.0874715,4.874094,4.5800776,4.374017,4.2976446,4.3333063,7.0054145,7.0054145,7.6360245,7.439492,7.5818353,8.173316,8.698095,9.024818,9.096345,9.9910345,9.9910345,11.787312,11.413646,10.31077,9.217905,9.270597,9.746502,10.023523
8081,0.94208074,0.5215772,0.9620386,0.5879241,0.5690679,-4.088943,4.088943,4.7539396,6.3595867,9.636171,12.910952,15.469615,16.942202,17.802048,1.2320689,1.2320689,1.7547839,2.1974819,3.1614337,3.9792585,4.1585345,4.028681,3.9387064,-14.016604,14.016604,21.420717,28.034388,33.91611,36.764694,34.949486,31.010536,28.194387,9.04365,9.04365,6.8661923,5.91537,6.370784,7.1062717,7.6690984,7.9650087,8.203232,3.8506048,3.8506048,5.1759944,6.5280666,8.516402,9.87165,9.393738,8.16503,7.493682,-4.896472,4.896472,3.986979,3.9526887,4.1537366,4.2121935,4.1952295,4.2081094,4.286238,11.062299,11.062299,9.017927,7.9613204,7.662864,8.035942,8.54975,8.925006,9.042562,5.2477765,5.2477765,6.668949,8.217612,8.850787,8.663155,8.975704,9.567127,9.924293
8089,0.9430642,0.51484543,0.96104133,0.58694005,0.5648043,-8.822203,8.822203,7.220915,6.694462,8.420735,11.468634,14.3938465,16.295963,17.446821,9.239304,9.239304,6.802302,4.9704285,4.313932,4.394191,4.344425,4.128957,3.9915245,66.206406,66.206406,46.922123,37.011738,35.54425,36.60095,34.957684,31.222952,28.381157,1.8584882,1.8584882,2.4142466,3.3182607,4.5876403,5.9438276,6.9859576,7.5949163,8.007976,33.29978,33.29978,23.595434,16.556124,13.189991,11.986425,10.517978,8.805013,7.835751,-5.9790626,5.9790626,6.300524,5.8357973,5.2970343,4.857032,4.5439653,4.388259,4.3756046,-8.421781,8.421781,8.240118,7.988282,7.7698717,8.005586,8.471197,8.861246,9.006434,17.343607,17.343607,14.011558,11.740595,10.536882,9.583024,9.409463,9.750324,10.005168
8097,0.9401377,0.51622236,0.9615358,0.5855601,0.56586117,-22.998661,22.998661,23.466377,19.527613,15.907204,15.059393,15.974213,17.000126,17.770174,10.38799,10.38799,9.890315,8.3304615,6.6363535,5.675168,5.0293484,4.494881,4.1815085,21.654184,21.654184,31.596922,34.88891,35.60641,36.623985,35.222023,31.600714,28.664272,19.196514,19.196514,15.472711,11.472507,8.913075,8.010238,7.9448743,8.048383,8.224524,8.751836,8.751836,9.774883,10.885039,10.949571,10.97758,10.149945,8.717749,7.8209224,-2.6538098,2.6538098,2.5374928,3.236097,3.8471804,4.1255107,4.188189,4.213179,4.28681,-4.9744964,4.9744964,4.2908926,4.9292927,5.8516197,6.8455143,7.7920995,8.485307,8.810506,-11.881605,11.881605,9.992422,9.53493,9.414698,9.099011,9.155398,9.5941725,9.916885
8105,0.9444378,0.52041584,0.9613526,0.591373,0.56971055,28.179201,28.179201,23.2986,20.35912,17.366657,15.929562,16.29253,17.092777,17.791172,-4.0956836,4.0956836,3.9478157,4.765151,5.016853,4.955553,4.71677,4.364444,4.1244884,-14.385321,14.385321,19.557404,25.287071,29.758081,33.22185,33.608025,30.995056,28.44884,-15.181959,15.181959,11.975563,10.348759,8.870682,8.085551,7.9657636,8.04598,8.216132,-33.522144,33.522144,24.182636,18.13579,14.655301,12.839958,11.180325,9.321418,8.151423,14.424781,14.424781,10.975879,8.0985155,6.370803,5.4122267,4.8461742,4.546325,4.4525595,-16.361174,16.361174,13.049912,10.117968,8.471227,8.03249,8.294559,8.698127,8.9075,-33.651176,33.651176,26.82115,20.43195,15.721945,12.573635,10.958248,10.488011,10.358559
8113,0.94024396,0.52055705,0.9615556,0.5897134,0.5689992,0.5376,0.5376,9.867693,15.018529,16.00788,15.697941,16.18314,17.002386,17.727463,-4.9285207,4.9285207,6.040522,6.1883545,5.9315987,5.519915,5.0544696,4.562477,4.233089,-20.188772,20.188772,26.135254,28.522125,30.657219,33.14617,33.57219,31.147724,28.607956,-4.174725,4.174725,8.873357,10.5358,9.995833,9.00946,8.501887,8.325656,8.354983,4.4282675,4.4282675,11.843199,15.000579,14.674994,13.415571,11.7240505,9.725464,8.395411,-1.5429133,1.5429133,5.2298164,6.7528305,6.5158863,5.78801,5.133967,4.718473,4.5442843,2.9390268,2.9390268,5.495167,7.070771,7.3999953,7.573784,8.032132,8.541445,8.822273,6.103458,6.103458,15.163298,18.56022,17.178175,14.297586,12.118978,11.129258,10.691811
8121,0.94155383,0.51758593,0.96196526,0.5881344,0.56804836,5.0148783,5.0148783,8.540676,11.841719,13.987873,14.727264,15.635593,16.67685,17.541466,1.5580674,1.5580674,2.564904,3.7744598,4.5995064,4.880219,4.773856,4.4487147,4.185732,3.3082776,3.3082776,9.888847,16.753042,22.998219,28.42765,31.051128,30.003626,28.10733,2.1751537,2.1751537,4.2740464,6.648007,7.9597974,8.128776,8.105309,8.134782,8.257891,-4.9782887,4.9782887,7.789637,10.798782,12.437538,12.504057,11.456004,9.712747,8.430984,-4.7129936,4.7129936,5.506033,6.241799,6.375777,5.89357,5.272949,4.8168616,4.600001,6.7473965,6.7473965,6.516588,6.7648067,7.0708785,7.3479557,7.8576393,8.420438,8.752137,25.656649,25.656649,28.30743,27.223984,23.496248,18.595982,14.688018,12.521706,11.414392
8129,0.9388202,0.50887686,0.9603171,0.5858588,0.5655533,20.24585,20.24585,16.126987,14.176613,14.268159,14.632872,15.455438,16.514883,17.431095,3.8805082,3.8805082,3.09361,3.1503534,3.8171203,4.359532,4.504701,4.3283,4.1323323,-0.25822777,0.25822777,4.8759074,10.027782,16.773773,23.84663,28.340652,28.677395,27.494156,-8.627546,8.627546,6.778034,6.4398594,7.161319,7.6012316,7.8167787,7.9813485,8.175453,3.8276696,3.8276696,4.1594667,6.2201757,8.951782,10.531997,10.5316,9.341609,8.281905,-0.23243451,0.23243451,0.80579364,2.382202,3.9389806,4.634009,4.677264,4.537393,4.464757,4.7645264,4.7645264,4.4599595,4.945448,5.771429,6.542638,7.3661733,8.131922,8.595159,-2.5806916,2.5806916,6.8239975,12.94784,16.310364,15.696212,13.619713,12.105202,11.237717
8137,0.9411883,0.5134068,0.96188223,0.5860373,0.564578,-21.283539,21.283539,18.424557,16.256132,15.261643,15.037815,15.55479,16.497036,17.392605,1.5625647,1.5625647,2.1819773,2.6194088,3.2758844,3.9500132,4.273994,4.221016,4.0841274,-0.10293232,0.10293232,1.885762,5.0285783,11.161929,19.173588,25.342508,27.114105,26.737429,9.399396,9.399396,7.8529577,6.978373,7.06925,7.4131136,7.681224,7.8988247,8.126899,14.79227,14.79227,10.761518,8.62904,9.04299,10.144446,10.302402,9.28949,8.286504,-5.4270196,5.4270196,4.076526,3.4268994,3.8758292,4.4186263,4.5509458,4.478967,4.436872,-6.337701,6.337701,6.1034107,5.8087864,5.97519,6.485271,7.2387156,8.019764,8.523941,16.39857,16.39857,14.328327,14.069395,15.562454,15.381634,13.688498,12.230284,11.327376
8145,0.9434896,0.5150383,0.96198153,0.58862764,0.56592625,-16.327978,16.327978,21.62132,21.767336,19.618773,17.687376,16.942133,17.165905,17.707426,-1.034876,1.034876,2.2716208,2.8033402,3.2533283,3.8226264,4.1774693,4.17683,4.066502,-7.419184,7.419184,14.883387,15.283916,15.967002,20.344475,25.305653,27.004972,26.697971,1.0275403,1.0275403,6.014139,7.7363176,7.971017,7.974128,7.982419,8.049913,8.198889,11.367744,11.367744,13.332427,12.576416,11.541889,11.3645735,10.948227,9.688116,8.520877,0.3627759,0.3627759,1.857474,2.6344845,3.329558,4.025905,4.335894,4.3747735,4.385845,-10.134442,10.134442,7.538812,6.2576494,5.9478893,6.290124,7.0288296,7.8596673,8.425973,-2.8790188,2.8790188,5.4309387,8.289711,11.547095,13.210708,12.745838,11.8354225,11.155345
8153,0.94161433,0.5172903,0.9602602,0.5880205,0.5660402,5.591927,5.591927,8.297762,12.41385,14.796585,15.440795,15.84497,16.588728,17.398184,0.34979144,0.34979144,0.5669484,1.2369791,2.1090677,3.055247,3.7284951,3.9454293,3.9523973,-13.0558,13.0558,15.458612,16.23365,16.527813,19.757938,24.429388,26.454975,26.429329,-5.549467,5.549467,4.7960453,5.4672775,6.3882036,7.061116,7.4901996,7.7903686,8.0620775,-12.080397,12.080397,10.27658,10.160598,10.2434635,10.615498,10.583525,9.572325,8.4969425,5.66037,5.66037,4.5111337,3.786224,3.6851676,4.048404,4.305394,4.3551474,4.375146,-3.4772305,3.4772305,5.561591,6.2419014,6.2419953,6.4300537,7.029769,7.813288,8.385881,-28.787992,28.787992,20.246475,14.986619,13.733422,13.88267,13.107988,12.064609,11.289431
8161,0.93792754,0.51754826,0.96088946,0.59107924,0.5716387,25.223286,25.223286,20.038338,17.043207,16.345737,16.063614,16.100723,16.668467,17.411982,0.26406753,0.26406753,0.29239348,0.60856205,1.3760352,2.4346426,3.3199248,3.7216542,3.8385513,11.934717,11.934717,15.280595,16.673016,17.011072,19.405514,23.71767,25.971642,26.186287,-11.4065485,11.4065485,8.40463,6.819599,6.607212,6.9642515,7.3696146,7.7051888,8.009239,3.654059,3.654059,4.1162825,5.7009125,7.427433,8.946053,9.698943,9.177008,8.329146,4.4376154,4.4376154,5.8169785,5.684005,5.048916,4.77512,4.6722336,4.54416,4.47125,6.974238,6.974238,6.985279,6.8920393,6.6619453,6.629043,7.066283,7.7849946,8.353989,-18.970354,18.970354,16.670034,14.89873,13.902915,13.868576,13.171381,12.155305,11.358015
8169,0.9405063,0.52581966,0.96134496,0.5922228,0.57265633,-1.8637285,1.8637285,6.3019876,9.940708,12.505784,14.048919,15.047029,16.096037,17.099743,-0.050445847,0.050445847,0.5966097,0.81219107,1.2562307,2.149225,3.0686722,3.5688975,3.7576683,-5.4508667,5.4508667,8.188976,11.268432,13.724236,17.084068,21.992287,24.949137,25.661364,-1.7083292,1.7083292,3.1786065,4.3327303,5.2367077,6.1395593,6.8902555,7.439292,7.8652596,-11.834358,11.834358,10.157911,8.741924,8.531532,9.203155,9.740142,9.228126,8.380747,0.9979729,0.9979729,1.6207387,2.779251,3.5164597,3.9794483,4.2627363,4.341009,4.370384,-1.0790037,1.0790037,2.2762647,3.7559855,4.8771234,5.652689,6.501149,7.4512715,8.1673155,13.569942,13.569942,12.632654,12.664023,12.774459,13.203704,12.889848,12.069009,11.338033
8177,0.9403434,0.52140313,0.96378064,0.5896575,0.571079,12.822367,12.822367,13.279354,13.060962,13.549778,14.329194,15.088236,16.056234,17.049292,6.5479207,6.5479207,4.450992,2.9325323,2.2301412,2.4526882,3.109803,3.5567327,3.7449067,7.995491,7.995491,12.555231,14.075052,14.990772,17.191313,21.509808,24.530924,25.429543,-3.2421942,3.2421942,4.1969786,4.6735854,5.1968575,5.947235,6.7078905,7.3140645,7.789086,1.9629087,1.9629087,4.922089,6.6158695,7.529896,8.556748,9.350867,9.062841,8.3239975,-7.0348077,7.0348077,5.3343387,4.3159895,4.05172,4.142738,4.307025,4.356756,4.3768826,16.139597,16.139597,12.486545,9.3998,7.683299,6.988156,7.0927773,7.6941876,8.26749,-2.3598068,2.3598068,4.0491257,6.6610475,9.086167,11.058222,11.792525,11.554239,11.099428
8185,0.94068253,0.52038646,0.96344686,0.5902434,0.56817055,6.559195,6.559195,6.938986,8.503587,10.502705,12.437117,13.991743,15.431556,16.701338,0.75313765,0.75313765,1.3282597,1.7151092,1.7743832,2.1530428,2.8748832,3.4089005,3.6641393,24.151857,24.151857,23.586765,21.305504,19.172628,19.070679,22.00569,24.60504,25.43992,-1.0383371,1.0383371,1.6422652,2.620232,3.750738,4.978312,6.1063066,6.9677563,7.598758,2.6454875,2.6454875,2.3878887,3.523426,5.203155,7.0091863,8.431921,8.605487,8.114217,-7.4742975,7.4742975,6.2661495,5.289302,4.6491137,4.427233,4.430695,4.4154277,4.405531,-10.652352,10.652352,9.485106,8.720705,7.7898903,7.159151,7.159907,7.6894317,8.246694,18.655048,18.655048,15.040057,12.185728,11.317047,11.809994,12.088764,11.717146,11.1950655
8193,0.9409095,0.52347535,0.9632729,0.5898884,0.5707633,-40.247475,40.247475,34.690937,26.815636,20.810486,17.729013,16.602417,16.686172,17.298336,-4.0091844,4.0091844,3.9651735,3.4574966,2.8547218,2.682681,3.073249,3.4793422,3.6921926,-49.56874,49.56874,47.013348,39.751987,31.438797,25.979424,25.33035,26.162119,26.20507,12.8834305,12.8834305,11.928853,9.506676,7.587725,6.8664675,6.9783187,7.365711,7.7815776,-14.865198,14.865198,12.852534,10.105761,8.533139,8.456366,9.027626,8.900724,8.278909,4.6254845,4.6254845,4.8204107,4.8780994,4.649602,4.4770365,4.456826,4.42985,4.413166,-3.982867,3.982867,4.0476003,5.098132,5.860728,6.200408,6.646436,7.391486,8.077961,-12.713151,12.713151,13.494482,13.087888,12.275206,12.254209,12.296091,11.847653,11.277681
8201,0.9467292,0.5213004,0.9624044,0.58665335,0.5641353,13.8767,13.8767,14.21946,16.40719,16.539043,15.955696,15.777345,16.251575,17.057755,-0.82659245,0.82659245,1.1297014,1.7244462,2.0180018,2.2503328,2.7974908,3.312485,3.6008918,33.5134,33.5134,29.248848,29.53358,27.774857,24.955067,24.81531,25.833935,26.033987,-3.7380376,3.7380376,4.230329,5.363525,5.7419066,5.978501,6.49042,7.089835,7.6284714,9.604341,9.604341,9.144481,8.89842,8.317953,8.327185,8.885132,8.833209,8.263314,3.6604173,3.6604173,4.530055,4.898793,4.834952,4.642219,4.5529957,4.482639,4.4408846,-2.8926585,2.8926585,4.0618553,4.810769,5.497723,5.954116,6.47189,7.2585807,7.989916,-12.020413,12.020413,18.1311,18.827358,16.799913,14.980398,13.787275,12.656202,11.709001
8210,0.94070965,0.51587516,0.9594795,0.5865732,0.5647521,17.435146,17.435146,14.380091,14.1515045,14.794804,15.023127,15.281041,15.961247,16.884068,-4.3421626,4.3421626,3.4219937,2.7914975,2.4981217,2.4504757,2.8347518,3.299289,3.585013,-21.467617,21.467617,23.787737,25.943348,26.415195,24.862682,24.794731,25.764708,25.993465,-2.6199808,2.6199808,3.0460958,3.8746195,4.7008104,5.350214,6.0988216,6.852172,7.4913516,0.52500576,0.52500576,4.709288,7.024124,7.7488065,8.1065855,8.72913,8.762809,8.246845,-3.5691695,3.5691695,5.0537424,5.5358667,5.4065185,5.048201,4.79035,4.612193,4.5087,-7.3939047,7.3939047,8.042295,7.564085,7.0390906,6.7487874,6.8412313,7.4034796,8.041543,26.790674,26.790674,30.057297,28.490982,24.035944,19.571213,16.399094,14.080144,12.463483
8218,0.94025826,0.5134168,0.9628911,0.5881808,0.56591904,9.622997,9.622997,11.045372,12.218575,13.446806,14.244774,14.844993,15.697152,16.722054,-0.0030212027,0.0030212027,0.72713244,1.3786362,1.780134,2.0692763,2.590103,3.1457582,3.4984477,7.7942348,7.7942348,14.9425125,20.128838,23.236383,23.591867,24.172607,25.39667,25.802448,-4.3223267,4.3223267,4.761858,4.788994,5.003435,5.394143,6.038951,6.7769003,7.4337783,5.9406204,5.9406204,7.017565,7.6415424,7.978497,8.193907,8.712335,8.754695,8.259257,7.865484,7.865484,5.9689946,5.316022,5.145904,4.9321327,4.745961,4.596731,4.5031757,-23.31772,23.31772,18.645294,14.433243,11.156144,9.028254,8.015632,7.968481,8.3072,-18.803492,18.803492,19.06201,21.21973,21.197323,18.937853,16.42758,14.233225,12.590418
8226,0.94005626,0.5177155,0.9621575,0.58685094,0.566428,-7.7823105,7.7823105,7.8624954,9.074399,10.989354,12.681734,13.942507,15.179684,16.427607,4.4197345,4.4197345,3.121817,2.3663006,2.1325617,2.175157,2.5777473,3.1038299,3.4658256,60.650143,60.650143,43.29587,32.804775,28.469402,26.064245,25.31514,25.88533,26.031458,-0.7936544,0.7936544,1.4895957,2.5074089,3.5386682,4.494481,5.4877625,6.4485908,7.246996,11.167237,11.167237,9.992481,9.127212,8.683161,8.51898,8.818038,8.805099,8.299708,-12.986821,12.986821,10.135433,7.9879737,6.632283,5.7481546,5.183836,4.8270855,4.621904,16.255167,16.255167,14.646591,13.575197,11.712904,9.753212,8.503945,8.219073,8.423011,31.48989,31.48989,24.358377,21.581945,20.790806,19.031258,16.724686,14.507094,12.776918
8234,0.9396308,0.52842104,0.9610096,0.5923095,0.57354903,-20.062536,20.062536,15.168406,12.285151,11.8216,12.663271,13.755272,15.000664,16.296394,-1.4833363,1.4833363,1.6236346,1.7561079,1.8436013,2.0024462,2.4384136,3.000038,3.4019613,-29.185415,29.185415,32.702396,32.59347,30.26828,27.665943,26.269417,26.346867,26.262375,21.155321,21.155321,14.593684,9.715391,7.0943446,6.1396666,6.2080455,6.7523575,7.3743114,-11.335405,11.335405,10.322695,9.607879,9.059353,8.739323,8.8927,8.842531,8.333799,9.4599695,9.4599695,9.26961,8.643408,7.542964,6.4461675,5.618451,5.0721817,4.752528,5.60724,5.60724,11.318176,13.558796,12.961452,11.033642,9.369283,8.692444,8.659651,-36.593605,36.593605,31.382132,27.029245,24.037886,21.121119,18.073183,15.328411,13.245118
8242,0.93679696,0.53186136,0.96547866,0.5884296,0.56869864,7.0431767,7.0431767,10.236126,11.403646,11.715054,12.488475,13.553071,14.825846,16.168997,3.5438943,3.5438943,4.340002,3.9905186,3.300465,2.8153565,2.8269753,3.1684632,3.4756641,25.353273,25.353273,23.450249,25.022585,26.211311,25.883398,25.46498,25.92169,26.047606,-3.7245219,3.7245219,5.6611185,6.66846,6.3299885,5.94532,6.102881,6.666717,7.312083,2.6977382,2.6977382,4.8838463,6.631391,7.587482,8.026828,8.507571,8.649889,8.252355,0.024196552,0.024196552,1.7673192,3.9002357,5.129362,5.3583965,5.1443086,4.8623843,4.656219,5.8128476,5.8128476,6.30373,8.470903,10.043341,9.821041,8.920308,8.50175,8.563764,-14.85861,14.85861,16.954494,19.520775,20.613682,19.855692,17.761942,15.334828,13.312614
8250,0.94339657,0.52458715,0.9606627,0.590738,0.56991595,-9.211869,9.211869,11.360895,12.198948,12.309091,12.713568,13.564231,14.758815,16.094736,-0.98069614,0.98069614,1.2802848,1.9846714,2.3267162,2.3746526,2.5910919,3.0260162,3.3938408,-15.24409,15.24409,15.736593,18.311514,21.552465,23.331427,24.156202,25.218447,25.68641,0.41921902,0.41921902,2.1214888,3.8783696,4.865854,5.2446537,5.7217293,6.438454,7.1769238,3.8965328,3.8965328,6.3699365,7.4338803,7.967764,8.216311,8.571171,8.679087,8.280689,1.8350084,1.8350084,2.3294842,3.120647,4.2183313,4.8126273,4.8839474,4.746319,4.6038976,1.9532213,1.9532213,3.7665954,5.7359705,7.881676,8.69996,8.442143,8.283449,8.451726,9.024177,9.024177,10.688708,13.649009,16.644411,17.822958,16.935616,15.057587,13.234478
8258,0.9425556,0.5137021,0.9619773,0.58584535,0.5652908,51.950417,51.950417,39.99964,29.603794,22.18255,17.926876,16.169777,16.01375,16.686842,-4.298393,4.298393,4.015767,3.5223901,3.1466541,2.8252978,2.805273,3.1101866,3.4252925,14.113478,14.113478,22.601498,24.597063,25.075132,25.170832,25.104202,25.660479,25.900959,-16.366518,16.366518,13.896075,10.912109,8.718923,7.2929754,6.745489,6.9208875,7.398694,14.224182,14.224182,12.152847,10.485142,9.507159,8.9868555,8.928531,8.854215,8.381225,1.6192514,1.6192514,1.5994289,2.0531178,3.114739,4.059321,4.4749217,4.5435944,4.5052857,-11.146118,11.146118,8.756825,7.5035715,7.9507303,8.508584,8.357903,8.246296,8.426833,3.693039,3.693039,6.0803723,9.016028,12.78007,15.445934,15.791585,14.585058,13.051499
8266,0.9386021,0.5205456,0.96302855,0.58809245,0.5694501,-0.0715288,0.0715288,6.195984,12.526184,14.760221,14.761263,14.710068,15.274315,16.291573,5.120675,5.120675,4.681339,4.203398,3.6802943,3.1857386,2.9963188,3.1895216,3.4557111,-4.974601,4.974601,11.705865,17.193226,20.846298,22.927784,23.96095,25.047592,25.584929,0.14311971,0.14311971,2.8854563,5.3313255,6.275353,6.276818,6.2805367,6.673162,7.258859,-25.23137,25.23137,18.596674,14.326679,11.689116,10.16382,9.517251,9.151168,8.543761,6.60426,6.60426,5.3181562,4.177437,3.9255285,4.281897,4.538174,4.570485,4.5197244,-3.0170221,3.0170221,6.3700123,7.564634,8.113461,8.5608225,8.425779,8.293833,8.446886,-5.639774,5.639774,6.890243,8.152862,10.8937235,13.835589,14.906177,14.204293,12.905987
8274,0.9368588,0.5150902,0.9613166,0.5888684,0.571036,-64.42131,64.42131,52.743984,40.11459,30.328869,23.325912,19.218836,17.553316,17.414694,-7.2893558,7.2893558,7.106415,6.2937975,5.1891932,4.1444054,3.52829,3.4522753,3.5810006,-68.99597,68.99597,66.512794,54.53997,42.88803,34.94331,30.248985,28.231522,27.187237,27.914576,27.914576,21.52121,15.883264,12.014573,9.381138,7.8979015,7.475434,7.6462636,-23.076563,23.076563,20.727106,17.926779,14.747657,12.158413,10.636599,9.746432,8.863712,5.0343714,5.0343714,4.523738,4.140337,3.941906,4.195275,4.457595,4.525834,4.4983196,-2.0263944,2.0263944,2.809234,4.3443937,5.942195,7.253991,7.750517,7.9543676,8.269965,-4.213014,4.213014,7.926469,9.320622,10.911308,13.300341,14.524483,14.057333,12.873156
8282,0.93921345,0.517099,0.9627441,0.5887116,0.5720239,15.046324,15.046324,18.422604,23.193565,23.659496,21.1129,18.52028,17.292395,17.28603,6.9049892,6.9049892,5.685664,5.343918,4.9012675,4.1757107,3.607061,3.4948428,3.5979834,66.221275,66.221275,60.325134,55.61319,47.49502,39.100536,32.958252,29.73777,27.981005,-8.33906,8.33906,10.138695,11.416722,10.823038,9.306832,8.035569,7.572714,7.690585,16.898224,16.898224,15.381028,15.170467,14.086332,12.300604,10.874886,9.919068,8.977483,-6.131154,6.131154,5.33355,4.745938,4.325348,4.3348284,4.495716,4.5400324,4.506041,-7.861525,7.861525,7.883593,7.2254667,7.1542306,7.6610694,7.913039,8.02704,8.297472,11.252047,11.252047,10.810004,10.478397,10.989506,12.812857,14.12126,13.877623,12.8182955
8290,0.94274116,0.5250718,0.9613358,0.58860224,0.57107913,10.842126,10.842126,12.069392,15.704435,18.895283,19.018244,17.71643,16.953228,17.11421,-2.2422523,2.2422523,3.1174397,3.8908453,4.2339153,3.9776409,3.5728424,3.4850516,3.5901046,-28.773518,28.773518,27.514145,33.289486,36.392677,34.58767,31.24557,29.039862,27.678091,-1.9617605,1.9617605,4.274596,6.8821783,8.414511,8.336225,7.681436,7.4211936,7.610779,-4.9605374,4.9605374,9.015564,11.765083,12.734455,12.028482,10.921975,10.007429,9.052887,-1.270193,1.270193,2.4431005,3.3005986,3.6794806,3.9931521,4.301419,4.438723,4.456034,17.912998,17.912998,14.932234,12.04979,9.952974,9.059551,8.61026,8.375575,8.465121,-17.844862,17.844862,15.734648,13.758087,12.664468,13.3066025,14.218553,13.93971,12.881697
8298,0.9414769,0.5176872,0.96312845,0.58590853,0.56834996,7.075893,7.075893,15.438764,18.614851,20.298813,20.020926,18.46616,17.402592,17.341658,-6.0375757,6.0375757,5.0625396,4.56213,4.4404683,4.1299176,3.695868,3.552405,3.6207216,-27.916222,27.916222,24.024311,25.695583,30.051659,31.313105,29.868586,28.455477,27.421167,-4.8185377,4.8185377,6.634043,7.587467,8.452947,8.433527,7.8255477,7.515248,7.6537194,-2.1800296,2.1800296,3.8188312,6.5802903,9.248704,10.258256,10.11973,9.651156,8.901822,-5.1316338,5.1316338,4.018513,3.5929155,3.619753,3.8648462,4.190355,4.371415,4.420883,9.868661,9.868661,10.988792,11.255982,10.353287,9.499162,8.901005,8.540862,8.5465975,34.732635,34.732635,26.021013,20.053005,16.248852,14.9680805,14.938661,14.313763,13.1006155
8306,0.9412128,0.5185613,0.96179193,0.5902849,0.5715158,20.269615,20.269615,17.108221,16.839298,18.245897,18.84996,18.00571,17.22408,17.251467,5.3251925,5.3251925,4.1369953,3.7987554,3.8885338,3.8532073,3.5904396,3.5042803,3.593556,55.321743,55.321743,42.221413,34.26366,32.550472,32.1348,30.39497,28.791954,27.618643,-9.007378,9.007378,8.335712,8.055613,8.354678,8.370039,7.85994,7.5509095,7.667347,1.5341641,1.5341641,2.3864236,3.99705,6.666413,8.60581,9.263902,9.23964,8.71624,8.358711,8.358711,7.270256,5.988317,5.020437,4.576849,4.524989,4.5316577,4.5004015,-9.833606,9.833606,9.530276,9.879443,9.812226,9.371574,8.900025,8.561259,8.556544,-45.849407,45.849407,34.705975,26.907204,20.98935,17.630596,16.281395,15.024766,13.494139
8314,0.9410232,0.51647,0.96089345,0.5881003,0.56840044,-21.111254,21.111254,23.114702,22.217442,21.282068,20.494368,18.997967,17.788164,17.538382,2.204793,2.204793,2.7383175,3.1229618,3.4713354,3.6370976,3.509257,3.4683301,3.5727267,20.273893,20.273893,18.681438,20.956657,24.565193,27.62514,28.172598,27.734856,27.115788,8.986299,8.986299,9.568357,9.357946,9.113144,8.812176,8.159974,7.725697,7.752872,3.7850566,3.7850566,3.308302,3.5143151,5.2781596,7.388126,8.537594,8.866012,8.542448,-1.7840042,1.7840042,2.9658127,3.9155602,4.18691,4.2256665,4.3494196,4.441966,4.4561286,-13.440333,13.440333,13.185164,12.352037,11.3849945,10.356362,9.47962,8.880951,8.719119,-1.8353081,1.8353081,5.3116126,10.671122,13.28544,14.0504675,14.538327,14.201976,13.12334
