timestamp,thumb,index,middle,ring,pinky,ch_1,ch_2,ch_3,ch_4,ch_5,ch_6,ch_7,ch_8,ch_9,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16
44209,1.0,1.0,1.0,1.0,1.0,-4.3603525,-1.0906023,0.2086398,0.3784777,19.186327,-21.17758,24.203646,-11.34159,2.6820197,-7.0665464,-2.8488545,2.6562543,-2.7703662,-2.788892,-2.8050663,-2.820427
44217,1.0,1.0,1.0,1.0,1.0,-3.434465,-2.9505806,-0.37737122,-0.70892173,3.746822,-1.8517987,-13.478964,-13.121148,1.676672,-1.511067,1.296908,-1.5093213,1.3247072,1.3531705,1.3612223,1.394785
44225,1.0,1.0,1.0,1.0,1.0,-1.0326352,-1.3406259,-0.518314,-0.032978144,-9.397706,12.96921,-24.839445,2.523238,0.5090987,1.2230202,2.7879722,-2.9348423,2.8421369,2.8581736,2.8667407,2.8984232
44233,1.0,1.0,1.0,1.0,1.0,1.6832373,0.46816507,0.12895659,3.6865823,-7.9079576,3.527087,-3.0768988,29.823135,-0.8494244,2.2338312,-0.2914572,0.33283648,-0.23968686,-0.3099365,-0.23251784,-0.30134118
44241,1.0,1.0,1.0,1.0,1.0,4.7650332,0.7128451,1.1729404,-0.39006504,-19.47336,12.474324,-5.247194,15.244508,-1.8290619,3.7069716,0.051598847,0.10771027,-0.0058229095,-0.05129374,-0.009499496,-0.09806512
44249,1.0,1.0,1.0,1.0,1.0,1.1174407,-1.2269367,1.4070553,-5.3677773,6.630727,-6.731983,7.266195,-20.619236,0.42232573,7.515021,0.69691265,-0.65997195,0.65353286,0.64146155,0.64867157,0.5952777
44257,1.0,1.0,1.0,1.0,1.0,0.189013,-0.472648,-1.2313441,-0.36223143,24.163176,-1.4082928,-2.2709994,-9.271254,1.0956677,-1.8817831,0.81854945,-0.79840934,0.8821764,0.7873741,0.8508471,0.82839984
44265,1.0,1.0,1.0,1.0,1.0,-0.06544259,1.0734706,-0.33995882,2.226382,5.702279,2.7355158,-8.055886,4.481825,-1.5508634,-3.174707,0.33688468,-0.32745478,0.4138248,0.38288108,0.41148958,0.45179632
44273,1.0,1.0,1.0,1.0,1.0,-1.6052746,1.4220923,1.6607754,0.22678144,-11.932783,-7.4355297,10.090622,-6.379082,-1.5901514,7.388541,-0.9126124,0.87470025,-0.936157,-0.8141771,-0.8780284,-0.79140574
44281,1.0,1.0,1.0,1.0,1.0,-0.94133705,1.0469321,-0.9097008,1.2243198,-7.679522,10.446669,17.44412,-1.5620332,0.87547386,3.5853417,-1.1919999,1.2824433,-1.3229994,-1.233076,-1.3125007,-1.2696958
44289,1.0,1.0,1.0,1.0,1.0,1.5473766,0.28741872,-1.8321481,-0.37712893,-5.046379,9.3671465,8.667914,3.0041711,-0.9324497,-8.232751,-0.87059546,0.9557391,-0.9120433,-0.89742696,-0.9200686,-0.9925823
44297,1.0,1.0,1.0,1.0,1.0,1.952416,0.41205046,0.85908777,0.46021724,-28.6347,0.083978675,-13.432227,5.336421,0.23049437,-3.3027277,1.1136756,-1.0928377,1.1374128,1.1561949,1.1627574,1.1232867
44305,1.0,1.0,1.0,1.0,1.0,-0.6764526,-0.70070994,0.20894386,2.410076,-0.67040163,-6.2337694,-12.854531,7.4188156,1.4792199,-0.49403545,2.2399032,-2.2434347,2.261101,2.2742898,2.247871,2.3212757
44313,1.0,1.0,1.0,1.0,1.0,-0.9079361,-1.1067802,-1.967167,1.0060449,33.154896,-0.435779,-7.4427276,-2.5360591,-0.21432441,-5.6839404,1.1460979,-1.213299,1.2181237,1.1519189,1.1356229,1.1830181
44321,1.0,1.0,1.0,1.0,1.0,-0.36586532,-0.18847118,0.12995996,0.26077718,1.8373294,6.367066,-17.67923,-7.008296,0.8450278,-0.9629712,-0.7086292,0.5834498,-0.66081333,-0.7629941,-0.71306145,-0.7460044
44329,1.0,1.0,1.0,1.0,1.0,0.50218284,-0.78651536,-0.13979575,-2.0036232,-0.619686,0.11705521,-5.4757648,-2.661383,0.4715603,4.883497,-0.6115027,0.5862236,-0.64944476,-0.7077238,-0.6425796,-0.65710574
44337,1.0,1.0,1.0,1.0,1.0,1.5183855,0.30901328,-0.4709193,-2.1791203,-2.1354964,2.9992933,21.590202,-8.44759,0.021537159,1.8173964,0.80556715,-0.64809185,0.7624793,0.7452156,0.7240657,0.72215724
44345,1.0,1.0,1.0,1.0,1.0,-0.5480236,0.5924739,0.71233124,-1.0522691,-1.1388047,-7.777195,18.605091,-7.767175,0.86044544,-4.3139467,-0.41469762,0.52999085,-0.44610906,-0.40428513,-0.40832072,-0.44743684
44353,1.0,1.0,1.0,1.0,1.0,-1.6923136,-0.13856426,1.2063614,-2.111044,6.8414035,-5.8655076,-3.1433806,7.7587895,0.39441046,1.8965298,-1.6227127,1.577031,-1.6579394,-1.574468,-1.5250448,-1.5490285
44361,1.0,1.0,1.0,1.0,1.0,-0.01686843,1.4358746,2.6334915,-1.5426692,-9.219584,21.337166,-7.9022264,20.47696,-2.0752773,17.321707,-1.0881944,1.0040721,-1.089031,-1.0147883,-1.0449848,-1.0027543
44369,1.0,1.0,1.0,1.0,1.0,1.3404715,1.3460013,1.3140458,3.7535555,-38.672516,24.320063,-8.350006,1.0511957,-0.8269489,13.580339,-0.9573118,0.99616367,-0.92634284,-0.9351122,-0.94844586,-0.92129433
44377,1.0,1.0,1.0,1.0,1.0,0.88847655,-1.7370379,-2.977182,6.125223,-4.962348,-16.020569,8.751613,-19.23004,1.534421,-18.122118,0.4766641,-0.4343418,0.5794517,0.5117826,0.44969475,0.48164982
44385,1.0,1.0,1.0,1.0,1.0,1.0635142,-0.94514006,-2.8735573,0.7766925,40.065376,-18.85742,1.644585,-5.1047688,1.3081204,-18.153051,2.2087498,-2.2127259,2.259439,2.2110553,2.1596076,2.1873972
44393,1.0,1.0,1.0,1.0,1.0,-1.198648,0.9169734,0.46993053,-3.8960373,2.5503175,-0.62541914,-3.9706075,18.593788,2.9714997,4.520622,1.2146637,-1.1664443,1.1005974,1.1158873,1.1354741,1.078547
44401,1.0,1.0,1.0,1.0,1.0,0.861773,1.2363521,0.2694525,-1.5135559,-26.687943,2.0522032,-4.3979044,6.507535,1.4770498,3.287366,1.2360458,-1.1487311,1.1227901,1.1606668,1.1455593,1.123607
44409,1.0,1.0,1.0,1.0,1.0,1.6144838,-0.18437886,-0.66623265,1.0165718,4.285649,2.8877256,-5.255144,-18.79397,-2.7190075,-6.226305,2.3045096,-2.3254063,2.315796,2.3338466,2.303763,2.3465598
44417,1.0,1.0,1.0,1.0,1.0,-4.6003084,-3.1237466,0.8594125,-1.00782,16.61663,-4.189798,9.214787,-7.0505056,-1.9938958,-2.9703946,-0.014104544,-0.111628614,0.020886803,0.042541385,0.09607603,0.026048416
44425,1.0,1.0,1.0,1.0,1.0,-3.49802,-1.2322695,1.7141663,-0.021053951,4.0438647,-2.304314,4.0335474,14.540282,-1.9911745,0.494155,-2.2110257,2.0620809,-2.1607494,-2.1787567,-2.107275,-2.1386602
44433,1.0,1.0,1.0,1.0,1.0,2.0949454,1.7887361,1.6218581,1.5379963,-5.522555,14.190671,-23.545635,9.066943,-1.7249491,6.366257,-0.4291209,0.36187592,-0.3765855,-0.45050386,-0.38768467,-0.32429415
44441,1.0,1.0,1.0,1.0,1.0,-0.57349265,-0.08854318,1.4469328,-2.9062216,-2.215782,-4.4218493,8.140334,-6.7552137,1.9833729,8.348992,-0.7085373,0.7630117,-0.688455,-0.73420817,-0.7341621,-0.7416873
44449,1.0,1.0,1.0,1.0,1.0,-0.21332943,0.23202151,-1.0069468,-1.4514927,-1.3761773,-10.9763155,38.892803,-15.342513,2.5646973,-4.9590735,-2.1252468,2.2086205,-2.0867026,-2.0985372,-2.2034197,-2.1457305
44457,1.0,1.0,1.0,1.0,1.0,1.888399,-0.0047932994,-1.790915,3.0158412,-20.40109,-0.6009193,11.81727,-2.3737712,-0.18326505,-3.8543963,-0.74998033,0.7894906,-0.73756826,-0.6729731,-0.7186933,-0.6875889
44465,1.0,1.0,1.0,1.0,1.0,2.0078719,-0.14151068,-1.360298,3.1689444,4.8632607,1.0671586,-21.607834,9.727352,-2.6762507,4.809005,-0.026023006,0.01655759,-0.07587913,0.016157564,0.014738457,-0.04183408
44473,1.0,1.0,1.0,1.0,1.0,0.6871511,0.61464274,-1.5579602,1.5049233,38.058475,-0.41093338,-20.0341,0.5958034,-1.5766641,-3.8183544,-0.6284028,0.62386966,-0.682002,-0.6723401,-0.70907015,-0.7306942
44481,1.0,1.0,1.0,1.0,1.0,-1.678758,0.36756414,-0.8531039,-1.9815135,-3.7102573,1.7432245,6.3112993,-4.6108584,1.2616166,-6.0451612,0.2859113,-0.2680174,0.24271654,0.2078245,0.26782513,0.21229213
44489,1.0,1.0,1.0,1.0,1.0,-1.9264627,0.7356567,0.32060575,-4.7062283,-39.886715,-2.3838696,15.476447,15.34395,3.862626,-0.6741946,2.1079059,-2.1579933,2.085082,2.0843306,2.1266453,2.0321736
44497,1.0,1.0,1.0,1.0,1.0,1.2650967,0.31502742,2.0264027,-3.266495,9.456596,-2.1996443,-4.0648265,7.208171,2.0753684,8.796446,0.23864391,-0.2762414,0.23175724,0.2326754,0.18900795,0.2490179
44505,1.0,1.0,1.0,1.0,1.0,0.2124812,-2.4600868,0.90768737,0.95646936,4.169393,1.3481663,5.627053,-11.909985,-0.25462487,9.011472,-0.7524221,0.88542324,-0.7894453,-0.81217545,-0.82236326,-0.70223695
44513,1.0,1.0,1.0,1.0,1.0,-1.1589587,-2.440982,0.2578215,4.755931,1.6127867,-4.747125,-6.788086,-2.824923,0.17819071,-5.8335276,1.7133838,-1.5924759,1.740239,1.7217479,1.7498862,1.7631243
44521,1.0,1.0,1.0,1.0,1.0,0.4092967,0.6631227,1.4769726,2.586598,10.442414,-1.7543634,-11.329088,4.866708,-1.2989154,-6.0887628,1.5441029,-1.5325363,1.6328573,1.6097289,1.623821,1.6014246
44529,1.0,1.0,1.0,1.0,1.0,-1.5714724,-0.029114788,1.6860392,-2.5301528,-1.5695835,-0.33699524,8.707495,-6.82741,-2.5007296,5.0330424,-1.374903,1.4006791,-1.3715165,-1.3670136,-1.3467577,-1.3487775
44537,1.0,1.0,1.0,1.0,1.0,-1.9540887,-0.6209344,0.0022176127,-2.0241368,17.561869,2.7295961,3.3405674,-11.271559,0.117439866,-0.9574095,-2.3181162,2.3706377,-2.3708272,-2.29793,-2.3567429,-2.332139
44545,1.0,1.0,1.0,1.0,1.0,1.3935893,1.5161908,-2.2050195,2.5322292,14.490784,3.0454268,-1.2586906,1.305571,-0.5475289,-8.21945,-1.6739575,1.5710547,-1.6741052,-1.6414719,-1.6742799,-1.6817949
44553,1.0,1.0,1.0,1.0,1.0,0.40073383,1.1982659,-2.0285563,0.5614687,-20.827267,-5.5986195,7.4913645,10.065949,-1.7303572,-0.6011138,-0.3324762,0.110870525,-0.27393985,-0.32839274,-0.2529477,-0.3128026
44561,1.0,1.0,1.0,1.0,1.0,-1.0118524,1.5612432,0.591159,-1.9003094,-14.071237,9.35329,-16.968338,8.962253,0.65026414,0.70838916,0.44961867,-0.65409297,0.55097896,0.54733115,0.56093365,0.5305445
44569,1.0,1.0,1.0,1.0,1.0,0.91729337,0.982833,2.0495543,-0.38912868,11.688591,9.037861,-12.33354,-6.667558,1.2935318,7.202699,1.2412386,-1.3357687,1.2377408,1.2952821,1.2678385,1.2362342
44577,1.0,1.0,1.0,1.0,1.0,2.3676658,-1.5833222,-1.0776967,-0.58598846,13.741503,-12.554147,5.4531374,-2.155946,1.169008,3.5227563,1.8132148,-1.7782638,1.7826902,1.7155743,1.739741,1.762783
44585,1.0,1.0,1.0,1.0,1.0,1.8041631,-0.37876314,-2.3852735,0.7222044,-19.21408,-6.3487945,4.2257285,6.484489,0.21395957,-8.409306,0.80941474,-0.70143145,0.81998676,0.7203489,0.73214716,0.8017188
44593,1.0,1.0,1.0,1.0,1.0,0.5855759,-0.2665836,1.3937799,-0.676004,16.048174,6.1495757,-7.8381686,-0.093306266,-1.4591863,5.549651,0.10792517,0.055745237,0.02309666,0.061997797,0.046554636,0.08421283
44601,1.0,1.0,1.0,1.0,1.0,-0.42679167,-1.6153376,0.9964976,-0.44369277,10.933523,3.6720495,2.536677,-1.0041034,-0.26430947,6.0318165,-0.9522266,1.1106567,-1.0186065,-0.9602372,-0.9870735,-0.99261427
44609,1.0,1.0,1.0,1.0,1.0,-0.2696387,-0.4917802,-0.9914464,1.9980359,-28.887918,-6.4091434,7.556325,-0.5815412,0.43345815,-9.173729,-1.3742508,1.4245216,-1.3418822,-1.3055413,-1.3640501,-1.3691565
44617,1.0,1.0,1.0,1.0,1.0,0.29213926,0.41625258,1.0578407,1.3071947,-2.2175255,-6.443867,1.8621831,-1.4093384,-1.1034825,-3.793869,-0.09294281,0.09522937,-0.118415594,-0.0616407,-0.113472246,-0.100441664
44625,1.0,1.0,1.0,1.0,1.0,-2.387509,-0.37545937,0.7643947,-0.93147904,32.27533,12.200926,-7.2805305,2.1638892,0.52995294,-0.47712404,-0.24106853,0.18745211,-0.21760833,-0.27170935,-0.20265627,-0.22476646
44633,1.0,1.0,1.0,1.0,1.0,-4.29235,0.12969287,-1.1590191,-0.39538187,1.2533152,9.732411,-10.309788,-5.237348,0.8133365,-4.62071,-0.7082491,0.6361356,-0.59416646,-0.6882166,-0.5854468,-0.6497578
44641,1.0,1.0,1.0,1.0,1.0,-0.14925137,1.7911049,-0.30478087,1.8725531,-9.846913,-20.0862,5.6245136,-2.05602,-1.2081124,1.633442,0.5865756,-0.5139533,0.5981887,0.58210677,0.60372186,0.58871984
44649,1.0,1.0,1.0,1.0,1.0,1.9371606,1.4667094,1.5765768,-1.1403023,34.242985,-3.7780974,-2.33407,20.854948,1.2776514,7.2887588,-0.37004706,0.3578215,-0.41155562,-0.3805012,-0.41410157,-0.3503002
44657,1.0,1.0,1.0,1.0,1.0,0.35749146,-0.5086405,0.75751257,-3.684786,5.352045,2.269878,-17.108973,-0.9351926,2.087488,7.5510144,0.92897695,-1.1407452,0.91392106,0.96924424,0.89551836,0.93584
44665,1.0,1.0,1.0,1.0,1.0,1.6849099,1.0247638,-0.7324883,-3.4355984,-52.80385,-4.6977744,15.782066,-28.280527,-0.86901635,-1.9296926,1.7327099,-1.842105,1.7095283,1.753186,1.701483,1.7098941
44673,1.0,1.0,1.0,1.0,1.0,2.334619,0.7396083,0.25431147,-4.3787513,-24.662296,4.1318374,12.420599,-10.757299,-1.3455689,-7.747754,-0.3520098,0.42226875,-0.3327301,-0.362326,-0.33400646,-0.31756604
44681,1.0,1.0,1.0,1.0,1.0,-1.2155411,-3.8617852,1.0465991,-0.5655835,30.318998,-1.663062,-10.974753,8.792735,1.4656116,3.1949666,0.19637685,-0.14822637,0.24668327,0.19844626,0.2711483,0.22053547
44689,1.0,1.0,1.0,1.0,1.0,0.07361911,-1.5822495,-2.0656428,10.769208,37.140034,7.5933123,8.233015,23.77083,1.8177192,-1.5529808,0.64406615,-0.52815014,0.6370013,0.5906212,0.6890829,0.5985014
44697,1.0,1.0,1.0,1.0,1.0,2.1010737,0.5745677,-2.7388535,6.3459997,3.3969939,3.611412,-19.296896,18.10123,-1.9759609,1.4303277,0.42634746,-0.294858,0.41488162,0.34555835,0.35370138,0.34146714
44705,1.0,1.0,1.0,1.0,1.0,-1.2873751,-1.8552179,-1.7701879,-1.037709,-11.152435,-11.6115,-5.1594,-8.695902,-2.4599202,1.3350348,-0.54640234,0.60709727,-0.6046452,-0.58139944,-0.66031307,-0.60939866
44713,1.0,1.0,1.0,1.0,1.0,-3.5359285,-2.4899287,-0.90953404,0.79699695,-6.740826,-9.409474,31.83111,-21.59701,-0.076557495,-8.122387,-1.3555135,1.3385215,-1.4362781,-1.3447756,-1.396286,-1.3670275
44721,1.0,1.0,1.0,1.0,1.0,-0.5206667,0.16314606,1.4155473,0.3471695,-14.197916,2.5970902,-4.6135893,-1.1872686,-0.29621735,-0.02600307,-0.2935334,0.11871982,-0.25361782,-0.22580412,-0.24379393,-0.22519006
44729,1.0,1.0,1.0,1.0,1.0,2.043659,2.679729,2.6724713,-3.1340508,-3.129377,-0.16285473,-35.772324,2.6610312,-1.3460739,7.3492613,-0.031473264,-0.1605019,0.06265071,0.060975485,0.044921435,0.119081594
44737,1.0,1.0,1.0,1.0,1.0,0.7653555,3.4082837,3.6795695,-7.876138,17.280773,-9.203612,-3.861803,-9.4042425,-0.5488304,6.6967335,0.024726294,-0.084300466,0.04845097,0.057340726,0.033716183,0.06138566
44745,1.0,1.0,1.0,1.0,1.0,-1.0064516,1.5902518,2.3744533,-3.1048234,17.628899,-5.014378,24.11375,-0.35700652,1.5525291,2.8581436,-0.1709206,0.20896637,-0.2196945,-0.19057576,-0.19762489,-0.2405182
44753,1.0,1.0,1.0,1.0,1.0,0.102653146,-0.5639428,-0.6648725,1.9737675,2.174969,-2.3752615,6.3849807,7.056647,2.2957006,2.5465076,0.4801477,-0.40917122,0.4458295,0.4392779,0.44290072,0.40636238
44761,1.0,1.0,1.0,1.0,1.0,2.7737536,0.57121927,-1.4403993,-3.4856398,-16.679327,7.901763,-1.0736086,11.194689,1.4496385,4.5341086,1.7588242,-1.6822798,1.7455091,1.6817464,1.6859182,1.6619062
44769,1.0,1.0,1.0,1.0,1.0,0.1868572,-1.2834938,-1.2670394,-0.41290185,-11.328538,10.491017,-19.954609,15.598325,2.10068,-1.6118017,1.8679163,-1.8398842,1.8505327,1.804994,1.8595213,1.822746
44777,1.0,1.0,1.0,1.0,1.0,-3.0355122,-3.5372248,-1.6645658,5.044866,16.243322,-6.2879353,0.29295918,-11.314371,0.13052471,-11.365302,1.2909741,-1.1915449,1.3184916,1.3154525,1.3868449,1.3435614
44785,1.0,1.0,1.0,1.0,1.0,-2.1558666,-1.6663303,-0.2502743,3.292343,4.154347,-6.657431,13.216638,-21.555033,-2.9233227,-6.3471007,-0.34167984,0.47103703,-0.33279762,-0.3045774,-0.29437548,-0.29921538
44793,1.0,1.0,1.0,1.0,1.0,-0.37605977,-0.07456637,1.0965636,-0.30919167,-15.201802,-1.9433298,-4.827365,-9.202378,-2.7945237,6.4287486,-1.4626645,1.4162202,-1.4853783,-1.4516331,-1.5101433,-1.4898666
44801,1.0,1.0,1.0,1.0,1.0,1.5595268,0.3404795,-0.41837195,-1.0247047,-6.0676746,1.2368714,21.439491,-3.9484673,-1.9758741,3.8620396,-1.8941458,1.7571356,-1.8632692,-1.8549287,-1.8874856,-1.902946
44809,1.0,1.0,1.0,1.0,1.0,1.5514474,0.29969275,0.35631806,-1.695062,5.296081,3.395956,-8.784892,20.241491,-1.4057972,3.0368855,-0.41311225,0.30174357,-0.3413728,-0.37047395,-0.35470438,-0.34887934
44817,1.0,1.0,1.0,1.0,1.0,-0.53568995,-0.14116572,-0.10062608,-2.450494,22.58321,-5.392305,-12.127785,6.1933665,2.01508,2.6800578,-0.16404143,0.11434484,-0.102122225,-0.12479032,-0.17066203,-0.04355661
44825,1.0,1.0,1.0,1.0,1.0,1.2581981,1.6921113,-1.2123252,1.0282152,4.0335135,0.041512087,10.022847,-4.479502,1.7301648,-3.4405186,0.16113389,-0.06922731,0.16203785,0.16676083,0.14260103,0.19575468
44833,1.0,1.0,1.0,1.0,1.0,2.790366,2.9945865,1.3349376,1.7868794,-10.559541,5.756534,-4.4461937,3.1127636,-1.1254282,-0.1328499,2.5679471,-2.4463975,2.5069377,2.5307379,2.5908723,2.455287
44841,1.0,1.0,1.0,1.0,1.0,-0.33794662,1.5646816,3.7003095,-2.1995964,2.7176569,-1.7237403,5.248984,-12.583702,1.4898946,9.350257,1.2308416,-1.2701068,1.1593112,1.1688884,1.2003483,1.1157266
44849,1.0,1.0,1.0,1.0,1.0,-0.20040572,0.09885038,1.0688932,-6.433708,-19.271385,-0.8628946,18.524893,0.19445965,2.164093,10.799466,-0.27364317,0.25960743,-0.36765176,-0.3614254,-0.3851938,-0.3314505
44857,1.0,1.0,1.0,1.0,1.0,-1.4764924,-1.9611309,-2.188205,-4.0623565,-6.698464,1.8032142,-17.514002,-9.329891,1.3712801,-8.721354,-0.18408021,0.2171647,-0.25379044,-0.17137076,-0.26405835,-0.1933447
44865,1.0,1.0,1.0,1.0,1.0,-2.361143,-2.400678,-3.0570562,7.043149,17.767357,-3.299155,-20.44996,-8.937833,-0.64380306,-17.665493,-1.7862377,1.7891257,-1.7490873,-1.79662,-1.8002121,-1.7899902
44873,1.0,1.0,1.0,1.0,1.0,-0.25236264,-1.3459378,-2.2532868,7.979912,2.0315206,-5.959038,31.466726,4.9484386,-3.9779606,-3.0353844,-1.9149125,1.8755143,-1.7844026,-1.947348,-1.842365,-1.8577529
44881,1.0,1.0,1.0,1.0,1.0,-0.37784386,-0.9303156,-0.32052544,-2.1393712,-12.785526,-2.3146307,36.493504,-9.382493,-2.1927729,0.4985953,0.049987547,-0.22659448,0.20153455,0.24253409,0.21037127,0.23575284
44889,1.0,1.0,1.0,1.0,1.0,-0.4409509,0.5903862,0.7215955,-2.1638045,13.22599,-1.7082375,0.7233637,-10.844212,-0.13312867,-0.62176865,-0.29423207,0.15520455,-0.23346294,-0.12410964,-0.23562776,-0.26812476
44897,1.0,1.0,1.0,1.0,1.0,-0.30613148,1.3952401,1.919207,0.054362357,16.817596,17.491774,-47.421127,8.781156,-0.7565834,5.2526455,-0.49754745,0.56101626,-0.5468753,-0.52359974,-0.48465756,-0.572964
44905,1.0,1.0,1.0,1.0,1.0,1.3343201,1.3708684,3.0896728,-1.2743713,-10.433235,8.382733,-17.533428,18.260475,0.32150388,14.656872,0.9845768,-0.8201978,0.8948483,0.8912063,0.97318625,0.9629344
44913,1.0,1.0,1.0,1.0,1.0,1.7040137,0.58931494,1.5790036,-2.436378,-17.961817,-14.207338,32.813663,-10.901758,3.217134,10.104772,1.2490557,-1.0668541,1.1460648,1.1362154,1.1394506,1.1793973
44921,1.0,1.0,1.0,1.0,1.0,-1.0822842,-1.2829032,-2.0164263,-0.5456885,-4.430213,0.7060067,-16.094559,-13.754318,4.732763,-15.0771675,-0.068143815,0.21237625,-0.13450627,-0.19895646,-0.15051547,-0.1444777
44929,1.0,1.0,1.0,1.0,1.0,-0.42184338,-1.2250654,-2.0595465,-2.0314848,8.918056,-0.23645686,-7.2511735,4.3239107,2.1066153,-17.160982,-0.08533706,0.0133511,-0.04461619,-0.075654425,-0.102422796,-0.04800195
44937,1.0,1.0,1.0,1.0,1.0,-0.0064087654,0.71647906,0.72224545,-1.9259144,14.155878,2.3653567,7.9706264,-4.3582087,-0.61486006,0.84671366,0.6664684,-0.8448128,0.71798027,0.7342718,0.6673357,0.72294635
44945,1.0,1.0,1.0,1.0,1.0,-0.27228516,0.64296484,-0.37362504,3.895055,-1.9377756,1.5846254,-0.92712,1.7372478,-2.6722224,6.5758667,0.3346982,-0.4129971,0.35300046,0.37139785,0.3584909,0.34531802
