timestamp,ch_1,ch_2,ch_3,ch_4,ch_5,ch_6,ch_7,ch_8
55,-2563.365,-2330.9517,-415.206,-3404.6401,-12820.268,-535.3243,-2846.6064,110.887
62,-2583.705,-2308.5999,-440.66464,-3414.81,-12828.113,-540.1746,-2860.0398,98.459435
63,-2583.705,-2308.5999,-440.66464,-3414.81,-12828.113,-540.1746,-2860.0398,98.459435
66,-2559.99,-2307.7058,-466.0115,-3386.8257,-12850.957,-549.0706,-2795.0632,153.46707
70,-2544.9697,-2334.5278,-429.91345,-3390.8044,-12822.369,-533.782,-2837.0398,119.71594
76,-2565.9802,-2318.6807,-442.29633,-3406.4504,-12819.374,-535.7266,-2877.9211,94.145546
79,-2565.9802,-2318.6807,-442.29633,-3406.4504,-12819.374,-535.7266,-2877.9211,94.145546
83,-2542.7344,-2311.2598,-472.6053,-3379.5615,-12849.37,-543.058,-2806.4626,152.26009
88,-2542.7122,-2347.5366,-420.1681,-3397.3757,-12799.234,-533.3126,-2889.343,87.82001
91,-2542.7122,-2347.5366,-420.1681,-3397.3757,-12799.234,-533.3126,-2889.343,87.82001
95,-2551.3845,-2328.6047,-441.64813,-3399.1638,-12809.584,-536.7995,-2881.14,91.32923
99,-2532.2515,-2312.981,-477.3662,-3372.856,-12847.805,-545.89667,-2812.1177,147.83444
103,-2510.235,-2336.9197,-457.6296,-3361.5906,-12834.237,-543.32623,-2812.8777,153.02005
107,-2521.2097,-2349.3025,-427.23123,-3380.411,-12798.832,-536.576,-2883.0398,98.30297
112,-2520.6956,-2311.9304,-481.97067,-3364.72,-12838.351,-546.299,-2824.3887,141.5983
116,-2520.6956,-2311.9304,-481.97067,-3364.72,-12838.351,-546.299,-2824.3887,141.5983
119,-2500.3108,-2331.488,-460.2224,-3355.7568,-12834.863,-547.4613,-2806.284,164.5759
123,-2513.6548,-2346.8884,-407.7405,-3381.573,-12794.049,-541.8957,-2881.341,112.1834
128,-2510.7715,-2313.2268,-491.4031,-3351.644,-12836.518,-544.5332,-2841.622,128.70134
131,-2510.7715,-2313.2268,-491.4031,-3351.644,-12836.518,-544.5332,-2841.622,128.70134
135,-2486.1174,-2326.9507,-487.58096,-3335.1038,-12842.709,-546.41077,-2801.2546,168.24158
139,-2485.7375,-2346.1284,-447.01254,-3351.331,-12802.9,-539.81696,-2864.689,118.84422
144,-2475.9028,-2312.6902,-480.0484,-3355.9802,-12823.732,-542.74506,-2856.419,122.59932
147,-2475.9028,-2312.6902,-480.0484,-3355.9802,-12823.732,-542.74506,-2856.419,122.59932
151,-2443.828,-2317.2278,-494.4653,-3331.3933,-12841.882,-549.1824,-2802.4841,171.95197
155,-2435.5354,-2341.725,-457.13788,-3341.2952,-12804.085,-543.8403,-2855.48,133.55167
159,-2446.443,-2341.524,-448.53247,-3359.1543,-12788.953,-541.024,-2904.7656,94.57023
163,-2415.8882,-2313.5396,-501.77432,-3324.1067,-12840.161,-555.0162,-2805.39,171.88492
167,-2415.8882,-2313.5396,-501.77432,-3324.1067,-12840.161,-555.0162,-2805.39,171.88492
171,-2403.3267,-2339.356,-465.51978,-3327.035,-12809.539,-550.47876,-2843.8347,144.57109
175,-2416.313,-2342.284,-447.72778,-3347.5537,-12788.193,-545.94135,-2904.2964,97.92299
179,-2418.9282,-2318.7922,-472.27002,-3345.855,-12807.595,-550.7917,-2887.0854,110.775246
183,-2380.0808,-2333.9692,-476.89682,-3310.9417,-12819.217,-554.815,-2836.0564,156.9763
187,-2380.0808,-2333.9692,-476.89682,-3310.9417,-12819.217,-554.815,-2836.0564,156.9763
191,-2394.0059,-2342.3733,-452.444,-3329.9854,-12790.651,-549.2047,-2905.2573,104.717926
195,-2402.7903,-2322.771,-471.91238,-3331.2593,-12803.102,-553.0045,-2901.0776,106.908394
199,-2369.2625,-2322.9275,-480.65192,-3295.34,-12824.582,-563.0628,-2833.3965,159.36794
203,-2369.2625,-2322.9275,-480.65192,-3295.34,-12824.582,-563.0628,-2833.3965,159.36794
207,-2375.141,-2336.2266,-468.35846,-3303.342,-12792.552,-553.4292,-2896.3613,114.865616
211,-2385.4453,-2322.0781,-475.2428,-3317.8706,-12792.932,-554.41266,-2904.5198,116.47494
215,-2372.6824,-2298.9216,-510.1115,-3298.5364,-12828.046,-564.98505,-2840.5044,163.48065
219,-2355.181,-2329.6553,-463.50812,-3300.034,-12795.412,-561.744,-2887.8901,127.539055
223,-2355.181,-2329.6553,-463.50812,-3300.034,-12795.412,-561.744,-2887.8901,127.539055
227,-2367.8767,-2318.8147,-469.5878,-3311.299,-12793.669,-563.7781,-2913.1924,112.45163
231,-2361.8193,-2293.669,-506.75876,-3294.692,-12824.18,-573.65753,-2857.0,152.05891
235,-2342.485,-2322.4133,-470.99597,-3285.617,-12801.425,-573.0317,-2878.8823,133.93166
239,-2342.485,-2322.4133,-470.99597,-3285.617,-12801.425,-573.0317,-2878.8823,133.93166
243,-2357.9526,-2317.9653,-467.75494,-3302.9844,-12793.848,-574.75275,-2918.4226,104.94144
247,-2356.0303,-2291.9927,-503.13776,-3295.452,-12820.223,-584.16284,-2874.0544,139.56429
251,-2325.0286,-2318.9712,-478.37204,-3281.795,-12809.494,-583.7605,-2869.9417,145.42046
255,-2325.0286,-2318.9712,-478.37204,-3281.795,-12809.494,-583.7605,-2869.9417,145.42046
259,-2343.0664,-2319.4182,-468.82785,-3304.7725,-12795.01,-582.7994,-2919.339,105.58964
263,-2345.7932,-2295.2783,-501.19318,-3300.1458,-12817.362,-590.9801,-2888.3147,127.583755
267,-2323.1733,-2289.9585,-525.4448,-3275.76,-12844.899,-599.9432,-2824.0088,182.12201
271,-2334.1257,-2317.8313,-473.76758,-3301.375,-12790.249,-594.4893,-2919.8977,111.22228
275,-2334.1257,-2317.8313,-473.76758,-3301.375,-12790.249,-594.4893,-2919.8977,111.22228
279,-2341.9487,-2293.669,-499.8297,-3302.2244,-12810.165,-602.11127,-2903.4917,121.36997
283,-2323.486,-2279.9004,-532.9326,-3278.8445,-12842.44,-612.97424,-2834.3577,177.15993
287,-2325.878,-2304.666,-475.91333,-3301.9785,-12795.569,-607.9898,-2917.7073,113.63627
291,-2325.878,-2304.666,-475.91333,-3301.9785,-12795.569,-607.9898,-2917.7073,113.63627
295,-2337.4783,-2281.1072,-494.62177,-3308.2146,-12807.192,-612.81775,-2915.8298,112.04929
299,-2323.6426,-2259.0684,-531.9045,-3287.897,-12840.809,-622.8537,-2847.5898,166.43109
303,-2309.1587,-2278.4475,-504.4565,-3284.0525,-12832.315,-622.9208,-2843.8572,174.3883
307,-2343.4238,-2275.3406,-501.01434,-3302.8503,-12798.475,-617.6011,-2927.6538,113.97154
311,-2343.4238,-2275.3406,-501.01434,-3302.8503,-12798.475,-617.6011,-2927.6538,113.97154
315,-2331.7563,-2255.4922,-542.8568,-3287.137,-12830.371,-622.51843,-2860.107,165.24644
319,-2311.595,-2270.0654,-530.20575,-3277.8386,-12839.334,-623.9266,-2836.213,183.2396
323,-2341.144,-2274.4019,-498.01923,-3311.6567,-12800.263,-615.47766,-2933.063,110.37292
327,-2341.144,-2274.4019,-498.01923,-3311.6567,-12800.263,-615.47766,-2933.063,110.37292
331,-2338.8196,-2247.6467,-536.6654,-3296.5693,-12829.343,-621.51263,-2877.5635,151.61188
335,-2317.7417,-2257.2356,-541.87335,-3276.2292,-12841.256,-622.87604,-2832.9272,190.86154
339,-2346.3967,-2269.6184,-498.15332,-3314.3613,-12794.988,-613.57776,-2937.4438,112.63044
343,-2346.3967,-2269.6184,-498.15332,-3314.3613,-12794.988,-613.57776,-2937.4438,112.63044
347,-2349.6377,-2242.1482,-532.5527,-3307.343,-12820.491,-619.7245,-2895.266,143.76642
351,-2329.1636,-2242.1257,-549.7859,-3283.6277,-12842.128,-624.86536,-2837.0845,185.31831
355,-2329.141,-2267.0928,-512.9502,-3291.8755,-12807.907,-615.65643,-2884.4255,158.40681
359,-2350.42,-2266.3328,-503.3166,-3311.8804,-12792.06,-611.3202,-2937.6675,123.82867
363,-2340.4958,-2232.7158,-561.0958,-3281.929,-12840.652,-623.70306,-2843.0078,197.12004
367,-2340.4958,-2232.7158,-561.0958,-3281.929,-12840.652,-623.70306,-2843.0078,197.12004
371,-2332.7175,-2256.498,-526.2942,-3282.6218,-12814.434,-617.6234,-2876.6248,170.85674
375,-2364.837,-2236.225,-531.34564,-3307.5442,-12808.421,-619.90326,-2926.089,133.08229
379,-2364.837,-2236.225,-531.34564,-3307.5442,-12808.421,-619.90326,-2926.089,133.08229
383,-2350.4648,-2222.8586,-565.4768,-3285.0134,-12838.954,-628.15106,-2855.5024,190.68274
387,-2340.8088,-2245.814,-531.14453,-3286.1982,-12818.703,-624.41833,-2869.3381,184.17838
391,-2377.1975,-2232.984,-537.1571,-3295.2507,-12799.548,-622.09375,-2939.6792,127.583755
395,-2377.1975,-2232.984,-537.1571,-3295.2507,-12799.548,-622.09375,-2939.6792,127.583755
399,-2368.4355,-2214.0967,-573.7022,-3286.8018,-12830.572,-630.25214,-2867.2595,184.08897
403,-2355.9185,-2235.5767,-550.5905,-3281.1467,-12819.038,-629.1345,-2857.9165,196.11421
407,-2374.0012,-2248.3843,-516.1465,-3304.8396,-12786.896,-623.3678,-2929.375,141.21832
411,-2392.9553,-2234.079,-527.5906,-3315.5908,-12794.049,-627.18994,-2946.0493,128.7684
