timestamp,exg_1,exg_2,exg_3,exg_4,exg_5,exg_6,exg_7,exg_8,exg_9,exg_10,exg_11,exg_12,exg_13,exg_14,exg_15,exg_16
11914215,-2.728713035583496,-4.634690284729004,36.65657424926758,103.16409301757812,108.37771606445312,33.610172271728516,-15.887900352478027,-18.552993774414062,150.75393676757812,240.555419921875,158.8665771484375,41.9149055480957,-136.39695739746094,20.336240768432617,272.8834533691406,389.5528259277344
11914219,-1.5158402919769287,-8.593117713928223,20.588523864746094,75.90031433105469,110.884765625,112.24026489257812,27.914445877075195,-10.330706596374512,-27.21502685546875,114.54225158691406,221.05760192871094,307.885986328125,139.40480041503906,25.0877685546875,-173.84898376464844,43.794307708740234
11914223,-0.588426947593689,-8.167953491210938,4.30253267288208,53.129974365234375,108.22069549560547,146.1856231689453,124.77665710449219,32.59686279296875,-54.07842254638672,-42.83312225341797,73.24688720703125,178.3374786376953,359.2705383300781,195.87962341308594,155.3027801513672,105.18367767333984
11914227,0.6207577586174011,-7.992128372192383,-4.456192493438721,21.542221069335938,83.6696548461914,125.01509094238281,189.43470764160156,141.03616333007812,71.4122314453125,32.842159271240234,-67.17739868164062,42.11598205566406,173.08750915527344,173.90367126464844,351.1721496582031,969.5457153320312
11914231,1.3988767862319946,-7.400793075561523,-10.694842338562012,-2.2475881576538086,33.745826721191406,85.37989807128906,154.6895751953125,175.21426391601562,188.37600708007812,309.40826416015625,81.97593688964844,-26.584096908569336,-166.72390747070312,-168.19985961914062,47.800331115722656,272.82562255859375
11914235,3.0506715774536133,-4.728415012359619,-6.847050189971924,-7.047126293182373,3.482818841934204,33.365089416503906,78.77049255371094,139.376953125,207.54742431640625,232.64486694335938,304.13751220703125,285.45355224609375,430.2350769042969,115.41547393798828,9.34489917755127,-37.41416549682617
11914239,4.7392354011535645,2.8318915367126465,-7.34161901473999,-23.288610458374023,-7.634571075439453,-25.392433166503906,-18.587352752685547,29.975034713745117,63.58088684082031,121.84630584716797,164.4968719482422,206.8385009765625,202.58087158203125,297.8749694824219,335.6020812988281,445.2740173339844
11914243,6.330259799957275,8.514948844909668,6.788778305053711,-7.804001331329346,-6.396945953369141,-35.86009216308594,-50.11363220214844,-77.03448486328125,-65.41338348388672,-5.712637424468994,-5.063024044036865,12.228615760803223,-5.390361309051514,106.7623062133789,248.2243194580078,181.9606475830078
11914247,8.243176460266113,13.820932388305664,18.33979606628418,22.846479415893555,24.14079475402832,30.744842529296875,30.139690399169922,27.573001861572266,23.534048080444336,-3.902841329574585,-38.74992370605469,-80.10626983642578,-101.26911163330078,-49.94804000854492,-54.09599685668945,-179.8994140625
11914251,10.0,21.44685935974121,33.95964050292969,49.09511947631836,67.09199523925781,77.56018829345703,101.38890075683594,121.9451675415039,292.5695495605469,153.42721557617188,155.78648376464844,393.5986022949219,296.189208984375,188.0498809814453,605.2308349609375,361.78411865234375
11914255,11.815937042236328,28.001020431518555,49.086700439453125,68.95079040527344,92.89026641845703,136.49871826171875,146.49264526367188,233.3649139404297,491.9755859375,304.384033203125,255.71495056152344,357.2797546386719,329.2877502441406,251.7040252685547,224.88600158691406,278.7419128417969
11914259,13.461746215820312,36.23003005981445,61.622337341308594,85.11092376708984,137.1957550048828,152.072998046875,154.46572875976562,162.6613311767578,173.59580993652344,120.07353210449219,90.43754577636719,8.627199172973633,-44.974308013916016,-32.139495849609375,65.98566436767578,44.70390701293945
11914263,15.028461456298828,42.096248626708984,72.45440673828125,87.54961395263672,100.354736328125,110.70401000976562,90.14576721191406,57.534217834472656,47.33173370361328,24.380294799804688,21.777328491210938,-89.7552719116211,-1.8624855279922485,152.4879608154297,167.63182067871094,345.6136779785156
11914267,16.791540145874023,42.331565856933594,68.27604675292969,80.87934875488281,80.42952728271484,52.09273910522461,29.46733283996582,-33.664024353027344,15.840371131896973,-35.20893096923828,63.91605758666992,162.84744262695312,310.2747802734375,647.8016357421875,435.34808349609375,358.3716735839844
11914271,17.902629852294922,47.50341033935547,73.63011169433594,66.38062286376953,35.127933502197266,10.333056449890137,0.5879774689674377,23.573970794677734,52.114620208740234,143.97108459472656,175.87562561035156,383.1737060546875,278.41339111328125,282.9808349609375,77.55075073242188,-105.02489471435547
