timestamp,exg_1,exg_2,exg_3,exg_4,exg_5,exg_6,exg_7,exg_8
200209497,-2005.2867431640625,-8413.62109375,-10950.1640625,-5258.001953125,-2618.3056640625,8585.1259765625,-3384.63525390625,8747.0419921875
200209501,-2172.5224609375,-9304.0478515625,-11012.01171875,-5334.400390625,-2658.78466796875,7771.9921875,-3295.742431640625,8122.8251953125
200209506,-2155.803466796875,-9188.3330078125,-11012.861328125,-5202.234375,-2588.086181640625,7940.859375,-3296.412841796875,8200.0283203125
200209511,-2051.3759765625,-8416.9072265625,-10938.3623046875,-5109.36279296875,-2531.491455078125,8715.4814453125,-3346.7490234375,8758.12890625
200209514,-2037.607421875,-8307.5625,-10913.306640625,-5237.2373046875,-2600.22314453125,8750.57421875,-3395.989990234375,8854.576171875
200209518,-2217.82958984375,-9278.767578125,-10980.3388671875,-5258.29248046875,-2640.947998046875,7832.07373046875,-3305.68896484375,8170.61328125
200209522,-2237.78955078125,-9270.36328125,-10992.833984375,-5221.2783203125,-2600.3125,7874.65380859375,-3294.69189453125,8117.12548828125
200209526,-2095.1630859375,-8587.115234375,-10928.6396484375,-5122.37158203125,-2523.86962890625,8571.0,-3331.28173828125,8615.7705078125
200209530,-2053.924072265625,-8193.2998046875,-10877.7001953125,-5180.55322265625,-2590.500244140625,8873.0615234375,-3401.801513671875,8939.9599609375
200209534,-2166.04052734375,-9138.376953125,-10946.677734375,-5337.3955078125,-2675.146240234375,7929.482421875,-3317.825927734375,8247.927734375
200209538,-2132.289306640625,-9293.0732421875,-10971.5546875,-5216.025390625,-2613.90234375,7828.07275390625,-3288.232177734375,8099.69091796875
200209542,-2088.45751953125,-8740.4482421875,-10923.0068359375,-5087.79345703125,-2537.392333984375,8411.69921875,-3321.1787109375,8517.69140625
200209546,-2027.8397216796875,-8128.65869140625,-10859.4609375,-5157.75439453125,-2591.774169921875,8936.9423828125,-3405.869384765625,9012.1787109375
200209550,-2154.61865234375,-9024.4501953125,-10919.5419921875,-5334.28857421875,-2690.635986328125,8048.2373046875,-3341.295166015625,8368.5830078125
200209554,-2289.220947265625,-9383.150390625,-10950.1640625,-5209.2529296875,-2647.4970703125,7773.84716796875,-3295.742431640625,8117.72900390625
200209558,-2217.449462890625,-8911.3271484375,-10907.8525390625,-5163.40966796875,-2581.04541015625,8258.7685546875,-3320.88818359375,8433.849609375
200209562,-2096.615966796875,-8138.0244140625,-10822.9609375,-5140.81201171875,-2556.212646484375,8959.451171875,-3398.04638671875,8998.767578125
200209566,-2109.334228515625,-8831.666015625,-10863.7080078125,-5321.52587890625,-2672.39697265625,8220.4580078125,-3357.34375,8511.7900390625
200209570,-2117.425537109375,-9342.0908203125,-10906.98046875,-5294.4130859375,-2674.117919921875,7764.9736328125,-3291.920166015625,8123.763671875
200209574,-2178.892822265625,-9069.845703125,-10878.7060546875,-5094.4765625,-2611.756591796875,8135.029296875,-3315.25537109375,8371.4658203125
200209578,-2062.015380859375,-8250.029296875,-10792.8974609375,-5081.35595703125,-2585.22509765625,8906.8349609375,-3396.548828125,8961.57421875
200209582,-2012.6851806640625,-8606.337890625,-10820.4345703125,-5286.45556640625,-2686.5009765625,8393.7060546875,-3379.896728515625,8665.078125
200209586,-2161.5478515625,-9329.3720703125,-10877.72265625,-5234.041015625,-2660.326904296875,7775.50146484375,-3292.724853515625,8142.5615234375
200209590,-2154.372802734375,-9097.0703125,-10870.5478515625,-5151.25,-2596.669189453125,8050.51708984375,-3309.48876953125,8265.384765625
200209594,-2037.9202880859375,-8267.552734375,-10788.583984375,-5069.7109375,-2533.614990234375,8843.69140625,-3380.969482421875,8880.6611328125
200209598,-2062.775390625,-8451.7314453125,-10807.873046875,-5213.6787109375,-2646.245361328125,8574.419921875,-3414.094970703125,8796.0146484375
200209601,-2198.42822265625,-9319.939453125,-10888.00390625,-5279.0126953125,-2671.39111328125,7799.70849609375,-3327.504150390625,8173.51904296875
200209605,-2228.446533203125,-9236.6572265625,-10890.41796875,-5180.50830078125,-2602.547607421875,7977.35986328125,-3338.5458984375,8209.5048828125
200209609,-2117.537109375,-8453.0498046875,-10821.2392578125,-5072.39306640625,-2532.67626953125,8735.3525390625,-3399.096923828125,8782.9619140625
200209613,-2084.45654296875,-8295.5595703125,-10807.3818359375,-5190.208984375,-2619.870361328125,8746.3271484375,-3461.279296875,8910.6123046875
200209617,-2248.58544921875,-9271.01171875,-10863.73046875,-5319.0224609375,-2681.315185546875,7877.04541015625,-3362.082275390625,8219.7646484375
200209621,-2170.3095703125,-9276.041015625,-10867.91015625,-5234.3759765625,-2588.466064453125,7943.20654296875,-3351.84521484375,8098.439453125
200209626,-2063.49072265625,-8539.5283203125,-10798.2841796875,-5118.8623046875,-2489.1796875,8620.017578125,-3402.65087890625,8505.7998046875
200209629,-2004.9515380859375,-8101.658203125,-10733.62109375,-5156.97216796875,-2570.182373046875,8873.0390625,-3487.96728515625,9020.873046875
200209633,-2134.524658203125,-9170.09375,-10698.1259765625,-5275.4140625,-2702.59423828125,7941.37353515625,-3405.780029296875,8441.046875
200209637,-2161.100830078125,-9331.451171875,-10600.7841796875,-5247.94384765625,-2624.363037109375,7884.533203125,-3379.94140625,8172.78125
200209641,-2156.496337890625,-8750.328125,-10474.7646484375,-5098.43310546875,-2503.86474609375,8487.9404296875,-3412.686767578125,8543.6640625
200209645,-2097.912353515625,-8186.23681640625,-10390.6328125,-5127.80322265625,-2546.44482421875,8983.859375,-3552.16162109375,8998.56640625
200209649,-2181.954833984375,-9038.62109375,-10385.3134765625,-5302.951171875,-2654.068603515625,8136.392578125,-3465.1015625,8388.5205078125
200209653,-2309.58349609375,-9354.9873046875,-10362.8046875,-5218.2607421875,-2602.32421875,7894.4794921875,-3385.64111328125,8125.35107421875
200209657,-2318.099365234375,-8923.4423828125,-10299.0576171875,-5125.4560546875,-2552.703369140625,8361.9443359375,-3410.585693359375,8452.2451171875
200209661,-2254.039306640625,-8176.4248046875,-10207.1025390625,-5206.0341796875,-2584.867431640625,9023.0859375,-3533.006103515625,9055.048828125
200209665,-2251.669921875,-8845.4794921875,-10210.8359375,-5430.490234375,-2700.247314453125,8299.1806640625,-3468.655517578125,8567.736328125
200209669,-2255.648681640625,-9386.3916015625,-10165.0146484375,-5245.6416015625,-2626.374755859375,7846.06591796875,-3331.505126953125,8118.421875
200209673,-2394.564697265625,-9171.8369140625,-10024.4443359375,-5105.294921875,-2554.26806640625,8193.2109375,-3346.905517578125,8303.6064453125
200209677,-2318.94873046875,-8330.2041015625,-9823.8603515625,-5069.24169921875,-2535.112548828125,8943.2236328125,-3489.19677734375,8925.8564453125
200209681,-2139.509033203125,-8604.080078125,-9805.3974609375,-5222.865234375,-2642.132568359375,8455.1728515625,-3507.815673828125,8660.65234375
