timestamp,ch_1,ch_2,ch_3,ch_4,ch_5,ch_6,ch_7,ch_8
56,-218.19772,2775.3267,-7732.9883,2430.8862,1437.3737,-1147.7397,10071.138,-300.94388
59,-235.0286,2740.7039,-7729.5464,2298.6533,1468.3531,-1112.6698,10095.232,-276.64755
63,-266.5222,2784.2227,-7699.6396,2391.4355,1471.1471,-1133.5017,10097.579,-313.7291
66,-264.26468,2822.9807,-7722.148,2505.3848,1451.7458,-1171.7902,10080.123,-322.35687
70,-239.25307,2794.3257,-7737.995,2448.5442,1440.7488,-1157.7533,10075.361,-301.45798
75,-230.75941,2734.8477,-7718.8174,2310.4775,1451.2317,-1110.0547,10085.733,-278.011
78,-262.83417,2763.2122,-7688.2627,2357.215,1474.9022,-1122.907,10094.584,-297.07703
83,-269.58438,2812.6987,-7706.412,2508.3574,1455.568,-1168.8622,10081.374,-310.17517
87,-245.10922,2786.0554,-7718.9067,2468.5713,1444.7273,-1161.3743,10076.188,-296.5406
91,-229.9771,2732.5007,-7715.733,2327.5317,1453.4222,-1117.6766,10085.912,-283.286
96,-248.46199,2737.798,-7704.6016,2321.1392,1470.9459,-1111.5299,10096.887,-288.69513
100,-270.38904,2809.4802,-7700.511,2497.2039,1463.0111,-1165.867,10089.823,-297.65817
103,-246.56209,2800.2937,-7719.5103,2492.2866,1453.8245,-1168.1915,10084.526,-296.29474
107,-218.93533,2738.5803,-7724.249,2356.142,1455.0538,-1128.7184,10085.397,-293.67957
111,-246.85266,2718.799,-7704.4004,2287.4329,1469.6272,-1104.0421,10095.635,-234.11217
116,-281.43082,2790.973,-7694.0737,2481.446,1466.4756,-1156.5687,10089.689,-260.17432
120,-259.19083,2799.1313,-7714.9727,2512.1572,1457.5796,-1170.9856,10086.091,-286.2588
124,-233.59808,2740.8157,-7721.9243,2391.6143,1459.189,-1135.9603,10085.688,-280.98376
128,-243.83517,2698.3696,-7722.6616,2266.6233,1467.4368,-1099.08,10091.679,-241.5553
132,-282.66016,2782.144,-7703.7744,2452.4111,1449.98,-1140.9225,10088.326,-301.56973
136,-258.63205,2805.39,-7712.045,2527.7588,1445.018,-1166.7611,10086.023,-341.62405
