timestamp,ch_1,ch_2,ch_3,ch_4,ch_5,ch_6,ch_7,ch_8
118,-55.74525,1250.5354,-4367.62,2678.946,-1028.5602,-1939.9303,6925.8223,-473.67816
118,-55.74525,1250.5354,-4367.62,2678.946,-1028.5602,-1939.9303,6925.8223,-473.67816
121,-172.77899,1265.1088,-4145.377,2676.7107,-1005.2474,-1929.4249,6969.028,-530.42926
126,16.942623,1244.5228,-4447.5947,2676.8672,-1041.949,-1942.3889,6909.0137,-445.962
128,16.942623,1244.5228,-4447.5947,2676.8672,-1041.949,-1942.3889,6909.0137,-445.962
131,-44.8376,1246.9814,-4392.878,2676.085,-1035.1316,-1938.8126,6917.8203,-464.6704
135,-157.78096,1261.3536,-4176.4683,2673.8945,-1009.5836,-1930.4084,6960.2217,-523.7908
140,16.853216,1244.1875,-4436.5083,2672.5088,-1040.2054,-1945.8535,6911.83,-451.59464
144,16.853216,1244.1875,-4436.5083,2672.5088,-1040.2054,-1945.8535,6911.83,-451.59464
148,-28.230253,1244.2098,-4410.9155,2674.118,-1037.5903,-1940.1315,6914.177,-461.54117
152,-137.79851,1258.5597,-4214.7344,2672.911,-1014.41156,-1932.5765,6952.2197,-513.84424
156,-143.11823,1264.1252,-4160.442,2670.877,-1008.0413,-1934.0071,6966.435,-524.9754
160,11.689962,1246.8698,-4416.8613,2668.6194,-1039.5126,-1944.803,6914.736,-458.7472
164,-12.561681,1244.4333,-4427.1875,2673.1345,-1041.9937,-1939.7738,6908.8125,-458.7025
169,-164.53119,1269.6461,-4132.0327,2673.0005,-1007.41547,-1932.1072,6971.9336,-533.33496
173,-164.53119,1269.6461,-4132.0327,2673.0005,-1007.41547,-1932.1072,6971.9336,-533.33496
177,-4.9173837,1248.2778,-4438.9893,2670.8323,-1044.6311,-1942.3889,6912.8135,-456.13205
181,-4.9173837,1248.2778,-4438.9893,2670.8323,-1044.6311,-1942.3889,6912.8135,-456.13205
184,-112.49633,1256.5256,-4297.302,2669.4019,-1028.0015,-1936.1305,6941.4014,-493.75003
188,-175.64001,1268.8638,-4123.9863,2670.0054,-1006.18616,-1932.1295,6980.4272,-536.5983
192,-38.042667,1258.0232,-4353.5386,2667.6584,-1033.3435,-1943.1713,6941.0215,-476.8521
197,9.924174,1245.1262,-4454.345,2668.1948,-1043.9159,-1946.524,6918.8706,-449.6277
202,-162.96657,1262.6947,-4122.1533,2670.5193,-1008.13074,-1931.526,6984.786,-535.4584
206,-162.96657,1262.6947,-4122.1533,2670.5193,-1008.13074,-1931.526,6984.786,-535.4584
211,-49.10678,1253.8882,-4287.668,2669.2007,-1029.879,-1941.182,6956.332,-487.201
215,-49.039726,1246.4227,-4360.468,2671.8828,-1040.3843,-1938.5891,6938.4062,-474.88516
219,-49.039726,1246.4227,-4360.468,2671.8828,-1040.3843,-1938.5891,6938.4062,-474.88516
224,-99.80054,1254.4469,-4234.963,2668.5525,-1023.844,-1939.5503,6964.848,-498.9133
227,-99.80054,1254.4469,-4234.963,2668.5525,-1023.844,-1939.5503,6964.848,-498.9133
231,-3.4645205,1238.8008,-4436.173,2667.0103,-1046.3745,-1947.0381,6920.8154,-444.30798
235,-128.50018,1256.0339,-4181.9893,2671.2346,-1015.73035,-1932.8894,6975.108,-524.1931
239,-128.50018,1256.0339,-4181.9893,2671.2346,-1015.73035,-1932.8894,6975.108,-524.1931
243,-103.7568,1257.4421,-4192.494,2671.7935,-1020.7818,-1940.5337,6972.694,-517.08527
247,-8.113684,1238.1301,-4404.098,2671.4805,-1041.9265,-1947.5969,6928.5713,-465.02805
251,-8.113684,1238.1301,-4404.098,2671.4805,-1041.9265,-1947.5969,6928.5713,-465.02805
255,-128.94722,1251.7871,-4227.3853,2673.8499,-1022.94995,-1940.6678,6964.2227,-506.19995
259,16.093256,1242.6006,-4394.554,2674.2969,-1042.0383,-1946.4346,6938.9424,-462.25644
263,16.093256,1242.6006,-4394.554,2674.2969,-1042.0383,-1946.4346,6938.9424,-462.25644
267,-2.101064,1234.0398,-4421.7114,2675.1462,-1045.6816,-1942.7242,6930.203,-454.83566
271,-83.64023,1237.0573,-4268.87,2675.012,-1030.1249,-1937.2034,6956.422,-496.4546
275,-128.88016,1245.238,-4131.2954,2677.3142,-1012.3999,-1934.4764,6986.3955,-523.12024
279,-8.404256,1226.5073,-4401.304,2676.3755,-1047.2239,-1939.5503,6932.5947,-448.19717
282,-8.404256,1226.5073,-4401.304,2676.3755,-1047.2239,-1939.5503,6932.5947,-448.19717
286,-87.03769,1239.4937,-4316.6807,2676.2861,-1039.8926,-1933.8059,6949.068,-480.98718
290,-20.563604,1231.38,-4275.911,2677.6497,-1030.6166,-1938.5668,6957.9414,-481.88126
