thumb_angle,thumb_percent,index_angle,index_percent,middle_angle,middle_percent,ring_angle,ring_percent,pinky_angle,pinky_percent,timestamp
,,,,,,,,,,1728847623.5157819
,,,,,,,,,,1728847623.6423411
,,,,,,,,,,1728847623.706754
,,,,,,,,,,1728847623.767564
149.52826550207823,68.11306200831291,168.76470019888248,100.0,171.900913881928,100.0,172.49810225604298,100.0,175.67494316241562,100.0,1728847623.839792
150.11235291962046,70.44941167848185,167.59130673432506,100.0,174.0188033453354,100.0,174.87022319776818,100.0,176.78970679716315,100.0,1728847623.88993
155.4625851986487,91.85034079459479,168.38431055241603,100.0,172.9425179654541,100.0,176.49243349196112,100.0,179.14712560764298,100.0,1728847623.9524748
154.51630460732747,88.06521842930988,168.59063879924594,100.0,174.57541112507005,100.0,176.74431214917763,100.0,179.28277886136365,100.0,1728847624.0156212
156.84772608150973,97.39090432603894,168.5696205036752,100.0,172.97347483528102,100.0,176.73727827336728,100.0,179.1061420040609,100.0,1728847624.079081
155.6839276637668,92.73571065506724,168.6872302604462,100.0,174.08358264842875,100.0,176.84317183683126,100.0,179.14052047497444,100.0,1728847624.148491
157.14599273081612,98.58397092326447,168.67981375880618,100.0,173.8829591754618,100.0,176.97521870925036,100.0,178.87110814085534,100.0,1728847624.215984
155.6472557464792,92.58902298591681,169.13244901948863,100.0,175.02449964054182,100.0,177.40873358669043,100.0,178.41622070674353,100.0,1728847624.282537
158.6051868306987,100.0,168.94196348315307,100.0,173.61726233094828,100.0,177.56897516990193,100.0,178.4105629559925,100.0,1728847624.349139
155.88463133034512,93.53852532138046,169.23466062617138,100.0,175.19693431871127,100.0,177.61296999678052,100.0,178.13761264941073,100.0,1728847624.416498
158.91319652169486,100.0,169.28494829827423,100.0,174.2623687135653,100.0,177.98430366893894,100.0,177.71304008169616,100.0,1728847624.4817762
157.36364061214294,99.45456244857178,169.05875120611293,100.0,174.33948024938644,100.0,177.44661663958556,100.0,178.32435268907795,100.0,1728847624.549061
157.9618362950581,100.0,169.10335836852988,100.0,173.77243982090178,100.0,177.33395651673374,100.0,178.64866197913008,100.0,1728847624.616935
157.1050586306148,98.42023452245917,169.1603708866549,100.0,173.89871627915454,100.0,177.3856047921976,100.0,178.71092656078,100.0,1728847624.683284
157.8638871596543,100.0,169.1729639561779,100.0,174.08074940785886,100.0,177.4685212950042,100.0,178.5527490461406,100.0,1728847624.750088
157.90692421152895,100.0,169.1931404549284,100.0,174.16461274200356,100.0,177.41409098631794,100.0,178.59181275336735,100.0,1728847624.816777
158.2816679836318,100.0,168.9859785492987,100.0,174.17535064804838,100.0,177.43498495645392,100.0,178.5599489689673,100.0,1728847624.8833
