timestamp,thumb,index,middle,ring,pinky
199045960,0,0,1,0,0
199050961,1,1,1,1,1
199055965,1,0,1,1,1
199060970,1,0,0,0,0
199065975,0,0,0,1,1
199070980,0,0,1,1,1
199075985,1,0,0,1,1
199080990,0,0,0,0,0
199085993,1,0,0,0,0
199090997,1,1,1,1,1
199096001,1,1,0,0,0
199101004,1,0,0,1,1
199106007,1,1,0,1,1
199111010,0,0,0,1,1
199116014,1,0,1,0,0
199121017,0,0,1,0,0
199126021,0,1,0,0,0
199131025,0,1,1,0,0
199136029,0,0,1,1,1
199141033,0,1,0,1,1
199146038,1,1,1,0,0
199151042,1,0,1,1,1
199156046,0,1,1,1,1
199161049,0,1,0,1,1
199166053,1,1,0,0,0
199171057,0,1,1,1,1
199176061,0,0,0,0,0
199181065,1,0,0,1,1
199186069,1,1,0,1,1
199191073,0,0,1,0,0
199196077,1,1,1,1,1
199201081,1,0,0,0,0
