timestamp,exg_1,exg_2,exg_3,exg_4,exg_5,exg_6,exg_7,exg_8
197989501,-3049.672119140625,-12405.93359375,5251.654296875,-4865.7734375,-809.1778564453125,7562.39990234375,-2738.714599609375,4648.9619140625
197989505,-3032.7294921875,-12432.509765625,5256.54931640625,-4842.14794921875,-772.6327514648438,7578.91796875,-2722.0625,4597.66455078125
197989508,-3012.791748046875,-12491.763671875,5239.56201171875,-4823.77490234375,-758.372314453125,7584.34912109375,-2723.38134765625,4600.41357421875
197989512,-3043.927734375,-12467.7138671875,5233.12451171875,-4850.73095703125,-809.7813720703125,7552.7216796875,-2748.72802734375,4671.537109375
197989516,-3072.6943359375,-12431.8388671875,5247.27294921875,-4859.58203125,-816.151611328125,7545.56884765625,-2747.923583984375,4660.20458984375
197989520,-3054.2763671875,-12420.283203125,5253.88916015625,-4842.32666015625,-785.6414794921875,7561.8857421875,-2730.55615234375,4608.5048828125
197989524,-3013.43994140625,-12462.6396484375,5240.388671875,-4820.064453125,-761.3450927734375,7577.53173828125,-2723.090576171875,4588.3212890625
197989529,-3026.046142578125,-12445.943359375,5227.15673828125,-4857.50341796875,-807.50146484375,7552.22998046875,-2750.203369140625,4665.658203125
197989533,-3056.042236328125,-12411.9462890625,5241.12646484375,-4857.369140625,-813.245849609375,7544.2724609375,-2750.2705078125,4668.81005859375
197989537,-3075.39892578125,-12425.357421875,5251.408203125,-4842.05859375,-796.3256225585938,7550.6650390625,-2736.680419921875,4625.291015625
197989541,-3040.776123046875,-12488.9482421875,5246.51318359375,-4827.17236328125,-768.6317749023438,7571.0498046875,-2722.57666015625,4588.1650390625
197989544,-3016.278564453125,-12462.908203125,5230.88916015625,-4842.90771484375,-799.0078125,7554.263671875,-2749.488037109375,4661.41162109375
197989548,-3045.5146484375,-12416.6845703125,5240.9921875,-4854.3740234375,-816.4197998046875,7541.076171875,-2753.980712890625,4682.35498046875
197989552,-3046.229736328125,-12410.4033203125,5250.849609375,-4839.3984375,-794.2022094726562,7550.330078125,-2740.14501953125,4638.83642578125
197989557,-3020.771240234375,-12454.0791015625,5249.75439453125,-4816.13037109375,-755.176025390625,7575.0732421875,-2723.917724609375,4582.509765625
197989561,-3020.748779296875,-12468.9658203125,5231.53759765625,-4823.48388671875,-788.3236694335938,7554.6435546875,-2747.833984375,4643.97705078125
197989565,-3050.141357421875,-12418.0029296875,5236.16455078125,-4843.10888671875,-827.6851196289062,7531.7333984375,-2760.574462890625,4688.59130859375
197989569,-3053.494140625,-12387.7841796875,5250.044921875,-4839.91259765625,-847.3993530273438,7523.77587890625,-2753.869140625,4659.5341796875
197989572,-3033.4892578125,-12428.1953125,5257.15283203125,-4935.533203125,-865.5042724609375,7538.2822265625,-2736.010009765625,4598.62548828125
197989576,-3009.64013671875,-12487.2265625,5236.4326171875,-4967.138671875,-812.2847290039062,7563.6962890625,-2738.17822265625,4625.89453125
197989580,-3039.770263671875,-12452.044921875,5240.16552734375,-4790.0234375,-775.7620239257812,7555.82861328125,-2751.879638671875,4682.6904296875
197989584,-3064.267822265625,-12438.611328125,5254.4033203125,-4883.6103515625,-817.447998046875,7543.40087890625,-2747.74462890625,4659.60107421875
197989588,-3028.750732421875,-12485.2373046875,5263.58984375,-4813.58251953125,-754.281982421875,7572.81591796875,-2725.593994140625,4594.02099609375
197989592,-2989.00927734375,-12499.140625,5248.2119140625,-4812.3974609375,-776.9019165039062,7565.23828125,-2739.34033203125,4612.86376953125
197989596,-3046.1181640625,-12489.037109375,5241.8193359375,-4901.9609375,-844.0018920898438,7536.58349609375,-2766.274169921875,4698.82861328125
197989600,-3031.298828125,-12411.6103515625,5244.5908203125,-4875.7646484375,-830.2778930664062,7539.35498046875,-2760.619140625,4683.71875
197989604,-3015.451416015625,-12382.5986328125,5254.47021484375,-4863.60546875,-803.6793212890625,7559.42724609375,-2736.0546875,4606.64990234375
197989608,-3016.30078125,-12442.7021484375,5243.607421875,-4873.216796875,-798.5831298828125,7561.14794921875,-2739.072265625,4599.83251953125
197989612,-3039.61376953125,-12446.0546875,5227.08935546875,-4832.29052734375,-810.9212646484375,7547.2900390625,-2757.489990234375,4674.0625
197989616,-3053.7177734375,-12456.26953125,5239.31591796875,-4808.396484375,-764.5861206054688,7575.60986328125,-2742.313232421875,4664.78662109375
197989620,-3029.644775390625,-12415.857421875,5252.615234375,-4786.98388671875,-735.7970581054688,7593.40185546875,-2720.698974609375,4604.19091796875
197989624,-2999.537109375,-12436.0634765625,5248.27880859375,-4786.71533203125,-730.4773559570312,7594.13916015625,-2715.267578125,4564.02490234375
197989629,-3035.12109375,-12471.357421875,5231.49267578125,-4810.92236328125,-791.6764526367188,7556.0966796875,-2749.73388671875,4654.43798828125
